0,1,2,3,4,5
4.00840878811,1.71793622819,1.68658640108,-10.3950551075,-2.52461220294,3.47089059637
-12.3455526186,18.2688133807,3.64799637548,8.49220757071,-6.94366954219,-3.30605304137
-12.7392304394,13.8113327531,7.27991009824,2.84537603557,8.05404096145,-3.31805574405
-36.8779086306,24.618964773,-4.70862911299,7.23954010791,-2.72256900097,-6.24724217269
-2.69539953142,10.1981090168,6.87618934254,8.27896443558,-7.05999286949,-0.919072189865
-24.3765086091,48.8924137742,7.05539365726,1.26193676955,-3.24487579323,-0.991181191429
1.39969102782,5.90288598861,5.91251269507,-4.72058565061,-3.64592829297,1.81220390003
10.3232402588,1.26749391904,8.58954031641,0.382009673293,-3.77107450831,8.35300726057
-10.0137142667,22.047639103,0.598979017193,2.00789711898,4.11191034678,-4.8891846593
-33.8116276884,13.4954747325,-4.34042413197,1.8016720777,-4.30677355447,2.8695252409
-33.9796908829,52.1588525489,-3.84767557619,8.34391260118,3.64055797628,4.21113589935
22.3731688802,-4.63194637796,-1.47902208753,-0.605346014296,-1.1017864368,5.91635473929
1.06344845771,25.7576418368,4.2128234148,-1.34790395652,-0.808314326194,-3.79464555382
12.4743519265,-0.364149325968,-7.82018267912,-4.74470857344,2.20786522865,-9.89943167042
-3.24474912522,35.3504749706,4.38955765987,10.7123178576,0.261502884454,-3.47303736157
8.74935726874,18.4489080575,-3.62100186972,-7.60908924962,-4.79431586648,-3.97667830142
-14.3959170741,27.3694621318,-7.1178383236,8.88646667888,-3.1684120955,1.61342137744
-22.6166411962,38.4935079765,-3.01438345099,-2.87745850153,4.5584984966,1.12477404359
-33.0040465917,7.97077144685,-7.73473215556,0.452247324932,-0.184064546295,4.7828303826
-2.99767042457,33.0236279147,21.7035437197,1.58428895221,-3.06371469198,-4.42802047175
-46.0968860486,18.6589879237,-20.7810146195,-6.45747995638,1.00363296855,-5.2344076823
-6.48082457519,-11.4111801374,-17.7096747087,11.4163152892,-2.05564598313,-4.71300978739
-19.991223732,6.71093500879,3.05371934561,-7.13908495112,-3.35964513505,0.0632785240963
5.25754895563,19.2441911108,-7.00747232367,-5.03215334905,4.74618396048,-0.669058017866
16.7217503959,30.057104576,9.0913805563,-9.01053007368,-2.83798353768,-5.73737679884
3.08870769059,-7.17233838666,-10.4273842827,-8.86894051357,-1.93687611245,3.96362014155
8.33905694003,-9.23883214239,-13.8659842812,-3.25748663761,3.63841575799,0.706048132521
-11.2068303191,11.5809373457,8.91505452131,11.5594742763,-0.71077242224,4.75803960785
16.7685176209,-12.288101636,-10.4403128795,9.04728626575,1.26152570896,1.56345155873
-12.0062049426,21.0525866944,-11.630748635,-5.03472714872,-3.64154899843,4.66171992888
-3.2395043009,-0.870412908301,-8.14933469918,7.1806873281,0.718842431761,-1.9160708734
-6.04916889865,38.1259504315,-6.44599304851,-2.22609415599,0.667182868507,-0.765502877951
55.5608144755,11.323178463,-5.94791088138,-5.61409914312,-1.70046282954,-2.79771736553
-26.2427703382,26.3311414749,-8.0106649643,8.03790724378,6.26993006897,1.1293951487
-54.2575881439,53.870527572,1.76566515238,10.0439995097,-3.88272631824,-4.19594357803
-17.7128629625,54.1546339079,16.7139334927,-6.42418895623,-0.355185137235,6.62709686792
-13.8528951233,10.7127232783,-2.44155473732,5.06992394117,-1.76885767195,0.2534788333
-6.20078939864,26.1095814566,-0.387438842765,4.32836127637,0.532634845434,1.62483707641
41.3984436732,21.4162957731,-3.12520103182,-2.51933915275,-6.34726684771,-4.98271739056
40.880884167,-1.24544455072,11.0242953851,-5.93295517512,4.54749958096,-4.9996410388
1.13663242159,6.5309471558,-2.26191603869,-6.73675299042,0.187858155138,-1.73369796681
-39.0144547165,16.6040975195,-1.95677419066,8.86476488536,0.49384427008,5.11230685236
37.5397173745,9.97955264813,-7.72721882551,-19.266333734,-1.12285820017,3.04468363589
86.5030976205,-52.7062618809,15.0231103364,-1.76970675869,-2.98478499386,-5.54825501574
-0.693505415832,31.862042175,0.20612465023,7.07600793999,3.1069648108,-2.87147960612
-1.30649426928,-14.6642003959,-0.330966870079,-2.56661985304,7.55962244201,4.53227459222
20.7555576189,-15.2051779984,-1.07497215006,-5.76038355233,-11.3484831342,3.32679458856
-14.9098399015,22.5841062251,-9.88155486976,-2.99479849001,-0.131659718955,-1.48373686532
42.3067825243,-0.909025752188,-9.1734101405,-2.94448723835,3.12441244664,-1.20985076577
