0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
-0.231519188133,-0.169871725386,0.104700986291,-0.0134809455247,0.0767444104506,-0.0310382887421,0.0937221499769,-0.427686755275,0.0631517745258,-0.298296538319,0.0584023024228,-0.409998332596,-0.100112523583,0.0719390155644,-0.0633808852853,-0.0380651151061,-0.212669632128,-0.0583758635003,-0.261671941765,-0.12730236392,0.216130988926,0.0904713930174,0.460796655332,0.13975995615,0.000778261694073,0.0308221262935,0.0400094432419,0.0085808096863,1.87840722313e-12
-0.251755787248,-0.134490252238,-0.0913826827078,0.156993412148,0.0718551566012,0.123084438356,0.153544285105,-0.0420340008136,-0.0547947057981,-0.316838397061,0.0706146023196,-0.51841043296,-0.0529639062695,0.149314975057,0.0838958187855,0.11277201906,0.196434313897,0.0316505853494,0.258055376015,0.149412222454,-0.206066808581,-0.097867894145,-0.476727924051,-0.0824845966555,0.0018450761421,-0.0284642079452,-0.0490926331857,-0.00732479158658,-3.86714561662e-12
-0.163090453908,-0.062985035008,-0.0642689712016,-0.388491397543,0.173674109567,0.407721144085,-0.287534735836,0.031666439119,0.0496124724886,-0.0726012661123,0.0127103786942,0.0820011650344,0.0989571447868,-0.0279714551165,0.352969318191,0.170269843602,-0.480461740561,-0.0986066419459,0.216457103886,0.218025320245,-0.0603352304736,-0.0252971491952,0.0824765908675,-0.021210429973,-0.0293417656674,0.00299538786514,-0.0555124301655,0.0713328356304,6.97278396017e-12
-0.299211299581,0.0157496413311,0.0155729475211,0.0477831910499,0.00329528667777,0.0433600687219,-0.0622634707282,0.0333196820684,0.0455845219031,-0.0293559430928,0.0688472060775,0.107913557697,0.0614739739872,-0.0450975647807,-0.00652586129776,-0.218323558351,0.125192410757,-0.108343879434,0.11646270141,0.122729054976,-0.0164357375986,-0.0762030246032,0.150367711791,-0.13288534285,-0.201335961514,-0.0252171882513,0.402893673808,-0.722562385773,-4.34217141783e-11
-0.198584032987,-0.087919452329,-0.316735998036,-0.132173290876,-0.264213091613,-0.115289479763,-0.109697844293,-0.0796736864336,-0.0628189671108,0.0928282712892,-0.0698701370022,-0.0567700626454,0.166641482032,-0.131819833893,0.379508123462,0.10341350908,0.330231814824,0.412370865083,-0.174144408387,0.257454415187,0.28712826724,0.215534668864,0.0523681337804,0.0428795386907,0.0587361264766,0.0110431559992,-0.0117399207358,-0.0112375633005,-1.15057880614e-12
-0.257058199873,-0.155853056136,-0.0371019689333,-0.108718666527,-0.0565027159178,-0.0305245227246,-0.000468824606242,-0.0727440976896,-0.330271550393,0.346268454556,-0.261409103265,-0.172269298878,0.29536639451,-0.17131880846,-0.115012427814,0.0151096013991,-0.120596202513,-0.0695333010745,-0.346306217044,-0.129635853119,-0.345016881804,-0.36917460793,-0.0415207850383,-0.121558968081,0.0171713014502,0.0326694193706,-0.0237760442177,-0.0105777077298,1.26771915409e-12
-0.260756219407,-0.162536653781,0.0685270477273,-0.0531104536986,-0.033811167057,-0.0278940442056,0.0687217246811,0.13389292387,-0.045321793097,-0.11434800093,0.15386701582,0.182070585992,0.0501347696802,-0.152236587793,-0.120774218035,0.109607667927,-0.0748710644415,-0.0059962626273,-0.116353502916,-0.189532123528,0.115729900721,0.177871368613,-0.173182920363,0.00474608593668,-0.184483156315,-0.75027652181,-0.148856380967,-0.000531756797541,9.23311560057e-12
-0.258531575314,-0.142278829099,0.113567903315,-0.0616215308703,-0.133311006248,0.0532125047417,0.113431712497,0.114628273051,-0.0479649548095,-0.113347918298,0.158106259372,0.196001397631,0.0555261236019,-0.159926930735,-0.155823428654,0.108995816112,-0.144710136076,-0.0692624862298,-0.126783317346,-0.147022175627,0.202135361938,0.257709366186,-0.385203102451,0.050210922902,-0.0935824925541,0.60738523252,0.0833803494778,-0.000375301106872,-1.32424614799e-11
-0.261808118576,0.16930138206,-0.0194557809917,-0.0492987212215,0.0157503725867,-0.0540075722548,0.0756228019992,0.0286083938294,0.0110108512864,0.0966335295591,0.0983496537789,0.0851336644399,0.110497892289,0.394821958929,0.154672502474,-0.0933617181166,0.147176264926,-0.306615969,-0.11253424431,0.00705383384425,0.101113565045,0.00084936126126,-0.00553766445452,-0.260730055361,-0.0493527501604,-0.075008736007,0.449490675255,0.49642864307,3.18351893163e-11
-0.266791047864,-0.141986799871,0.0248825892404,-0.051924705354,-0.0135158279925,-0.0493765519637,0.0348325348336,-0.0140894385182,-0.20696469136,0.20446105801,-0.301657348727,0.164227350707,-0.81930807283,0.0901475642712,0.0871102489702,0.0177147443015,-0.0378043123865,0.048717840355,0.0663245106356,0.0043323500415,0.0193709135864,-0.00315557419812,-0.0148630168599,-0.0499168270712,-0.00625953048174,0.00527373711111,0.00519904144127,-0.00123101125344,1.82148281123e-12
-0.264676691147,0.163475978116,0.00601829835901,-0.0559234540596,0.00151813464635,-0.0550724991278,0.0342368315889,0.0491751846008,-0.110825487912,0.0404619997196,0.172269861895,0.110803036531,0.0176274462318,0.157110097702,0.0471506684169,-0.346101434999,0.023034270248,-0.0521344649907,-0.049741358289,0.163190312537,-0.226669669544,-0.0298642409917,-0.053545393145,0.762093294317,0.0886218936639,-0.00996333258597,-0.117115634153,0.0246541449639,-2.62922253878e-12
