,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,-0.193909192467,0.250440855482,-0.454669225925,3.13129235667,-0.551689028519,-0.203053025157,2.22414658702,1.66311181285,0.61793585537,0.588937018325,0.680932039532,0.63843428084,0.153767986315,1.32314105599,0.289292388558,-0.701602076726,-0.72082356504,-0.711765714414,-0.72500058223,-0.734217644104,-0.728944832142,-0.734702743116,-0.728854618697,-0.72875212657,-0.731175458043,-0.730497836032,-0.725328592695,-0.732817236153,-0.72362873891
1,-0.216847591514,0.272078288066,-0.344228788862,3.18378111744,-0.534314742692,-0.166220707485,2.09413495651,1.54360820728,0.799069869761,0.604805508389,0.833211797743,0.623930834615,-0.0801318651029,1.32733590082,0.349885285756,-0.713654217452,-0.730707168728,-0.720586050646,-0.734682590708,-0.742835930203,-0.73771883886,-0.743781444258,-0.737149003159,-0.738020169157,-0.741522275258,-0.739383309952,-0.734521334216,-0.742090172544,-0.73344556559
2,-0.227302997144,0.34057190993,-0.423060569679,3.17887876495,-0.549275527134,-0.232341312561,2.06367655408,1.63271748607,0.771060622781,0.457888620309,0.771092401273,0.680401028263,-0.0312735915199,1.3696896501,0.369800907436,-0.705338268912,-0.722272939536,-0.713135769721,-0.727020220602,-0.734706625153,-0.729008579591,-0.735337699941,-0.728736019191,-0.729189317164,-0.732747690262,-0.730742317768,-0.725742874054,-0.734117890393,-0.724427734874
3,-0.196201031781,0.273148733054,-0.313176673382,3.18803549244,-0.543304841119,-0.185080391922,2.09474286427,1.54588992414,0.879883557576,0.528219230545,0.90911112919,0.533623404742,-0.11707694864,1.27236643493,0.411392452003,-0.712059310968,-0.730189023529,-0.720061714296,-0.733774314444,-0.742168129725,-0.737281356734,-0.74331298931,-0.736232800501,-0.737955402555,-0.741192557499,-0.738563486645,-0.734280246025,-0.741582503825,-0.732919500007
4,-0.215888870263,0.32971929709,-0.410748930032,3.17472464207,-0.522245659668,-0.175241103384,2.08372859471,1.57715115239,0.738925422605,0.631890581405,0.77802233972,0.72093258097,-0.0402442296862,1.35147499508,0.232289267206,-0.71346820713,-0.72795279952,-0.718268673459,-0.732445174159,-0.740362981878,-0.734455321397,-0.740917685109,-0.734643279764,-0.734732795282,-0.738519697724,-0.737163826458,-0.73159580717,-0.739490777046,-0.730473054112
5,-0.176982409541,0.246710252904,-0.377734537625,3.31363884502,-0.584747194359,-0.256636494332,1.86109032334,1.4576308848,0.95334499942,0.519084107333,0.988437089562,0.596864135817,-0.0556307237211,1.2059158056,0.559787646108,-0.711101808995,-0.728956370243,-0.718029278592,-0.730376907429,-0.740094251034,-0.735371836686,-0.741124113767,-0.733472292583,-0.735245741428,-0.73849182382,-0.735430192446,-0.732215783608,-0.739898797939,-0.730963531771
6,-0.12980937842,0.301870925679,-0.413142882754,3.18182808532,-0.574714921084,-0.207974079152,2.14249365697,1.6332136052,0.67548345773,0.555927580685,0.776939145998,0.634522745766,0.0663119161919,1.3163273308,0.223578217431,-0.70674075256,-0.722651774643,-0.713247943383,-0.72559584413,-0.73542596603,-0.731034886106,-0.736233573885,-0.729984534509,-0.730189274098,-0.733029440833,-0.732243354939,-0.726781315993,-0.734499365728,-0.725197379525
7,-0.172832725376,0.367621743558,-0.482186976251,3.14886196155,-0.582943649262,-0.201785214893,2.14475375576,1.64241333349,0.618701592592,0.676676167462,0.734656071993,0.711283225962,0.0588358904484,1.32629114951,0.145512646335,-0.705188575715,-0.718948492133,-0.709869057239,-0.723434648094,-0.732017687267,-0.727804139668,-0.732518958044,-0.726540697494,-0.726080098052,-0.729326064525,-0.728894842221,-0.723020395005,-0.730767650133,-0.721447667286
8,-0.193658833199,0.216986649939,-0.36930849785,3.18291224449,-0.563390565354,-0.221312380484,2.09308252555,1.56416059473,0.821327870066,0.490816451578,0.830994515633,0.611776211507,-0.0372547859254,1.34375549261,0.450549898815,-0.70680183269,-0.726029597164,-0.716128011037,-0.728981375069,-0.738279692362,-0.73347609578,-0.739245226991,-0.73235642156,-0.733398915519,-0.736627765621,-0.734200996773,-0.729757407817,-0.737493134423,-0.7286609193
9,-0.219218460397,0.220738191532,-0.448520333635,3.11045580915,-0.563484180021,-0.227366845999,2.19657798416,1.60215207762,0.813751474456,0.614048199877,0.852051558733,0.599934300631,0.0100548923566,1.28260473423,0.326482183958,-0.704912563204,-0.721645307624,-0.712234815053,-0.725896531854,-0.73480353522,-0.729738621812,-0.735375430958,-0.728524275342,-0.729587923909,-0.732522320508,-0.730948230695,-0.726191931829,-0.733277777547,-0.724602321098
