dataset,img_num,nose_width,nose_length,lip_thickness,face_length,eye_height,eye_width,face_width_prom,face_width_mouth,forehead_length,distance_btw_pupils,dist_btw_pupils_top,dist_btw_pupils_lip,chin_length,length_cheek_to_chin,brow_to_hair,fWHR,face_shape,heartshapeness,nose_shape,lip_fullness,eye_shape,eye_size,upper_head_len,midface_len,chin_size,forehead_height,cheek_height,cheek_prominence,face_roundness,FA,CA,AV
,0.0,33.0151480384,60.0,18.5276925691,246.002032512,7.75832409459,29.5332963784,151.052970841,125.0,100.019998,73.5272058493,101.75276409,80.2216721073,46.0434577329,119.506969724,78.006409993,1.45182850386,0.614031393558,1.20842376673,0.550252467307,0.075315201179,0.262697532818,0.0315376422519,0.406581998446,0.326101663828,0.18716698095,0.317096607685,0.485796676164,0.105905510517,0.508125883041,733.120503253,100.351700887,2.36699083447
,1.0,34.5253530033,59.2283715798,18.2291679013,242.991769408,8.26046880258,29.5537150585,151.426549852,127.098387087,98.9545350148,72.6722092687,99.9512381114,79.9249295554,45.5411901469,120.771444264,76.4149854413,1.4748775693,0.623175633564,1.19141204954,0.582919166648,0.0750196928305,0.279506951537,0.0339948502071,0.407234102027,0.328920315902,0.187418653142,0.314475612189,0.49701866264,0.100119287268,0.523056346296,719.610750103,95.0686304181,2.36699083447
