,Race,Gender,Age,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Luminance_median
WM-033,W,M,26.59340659,91,0.021978022,0.978021978,0,0,0,0,0.010989011,0.989010989,1.725274725,1.755555556,2.230769231,1.835164835,2.814814815,1.78021978,2.511111111,4.555555556,4.142857143,2.244444444,4.769230769230769,1.516483516,1.846153846,3.582417582,1.9,156
WM-034,W,M,23.22093023,86,0,1,0,0,0,0,0,1,2.156626506,2.666666667,2.180722892,2.083333333,2.538461538,1.55952381,2.30952381,4.761904762,3.690909091,2.916666667,3.9615384615384617,1.785714286,2.464285714,3.182926829,2.630952381,153
WM-035,W,M,20.70652174,92,0,1,0,0,0.032608696,0,0,0.967391304,2.593406593,3.835164835,3.032967033,3.428571429,2.962962963,1.725274725,1.901098901,4.483516484,3.357142857,3.087912088,3.6538461538461537,1.923076923,3.395604396,2.758241758,2.527472527,157.5
WM-036,W,M,22.6627907,86,0.011764706,0.988235294,0,0,0.034883721,0.011627907,0.023255814,0.930232558,2.081395349,2.360465116,2.329411765,2.11627907,2.407407407,2.395348837,1.906976744,3.88372093,2.956521739,3.325581395,3.3461538461538463,1.755813953,2.430232558,2.825581395,3.244186047,139
WM-037,W,M,17.55172414,88,0,1,0,0,0,0,0.011363636,0.988636364,2.170454545,2.090909091,3.852272727,2.022727273,1.52,2.386363636,1.875,3.511363636,4,3.329545455,3.3461538461538463,1.545454545,1.806818182,3.125,2.686046512,158
WM-038,W,M,25.51685393,88,0.011235955,0.988764045,0,0,0.011363636,0,0,0.988636364,1.93258427,2.862068966,2.078651685,2.280898876,3.285714286,2.123595506,1.842696629,4.465909091,4.25,3,3.8461538461538463,1.494382022,2.786516854,2.966292135,3.125,157
WM-039,W,M,19.23863636,89,0.011494253,0.988505747,0,0,0,0,0.02247191,0.97752809,2.11627907,2.023529412,3.294117647,1.930232558,1.64,2.593023256,1.953488372,3.541176471,4.333333333,3.244186047,3.88,1.511627907,1.755813953,3.023529412,3.058823529,156.5
WM-040,W,M,25.11702128,94,0.010638298,0.989361702,0,0,0,0,0.010638298,0.989361702,1.784946237,2.322580645,2.25,2.172043011,3.096774194,1.806451613,2.548387097,4.655913978,3.901960784,2.204301075,4.1923076923076925,1.623655914,2.301075269,3.419354839,2.326086957,151
WM-041,W,M,24.96511628,85,0,1,0,0,0.317647059,0.047058824,0.047058824,0.588235294,2.19047619,2.8,3.141176471,2.623529412,2.56,1.729411765,1.75,4.141176471,2.088888889,2.611764706,3.1923076923076925,1.717647059,2.635294118,2.976470588,2.411764706,145.5
WM-200,W,M,19.5,26,0,1,0,0,0,0,0,1,2.115384615,2.076923077,3.52,1.846153846,2.038461538,1.730769231,2.307692308,3.846153846,4.433962264,3.192307692,.,1.807692308,1.769230769,3.653846154,1.92,173.5
WM-201,W,M,38.91304348,23,0,1,0,0,0,0,0,1,1.727272727,2,2.782608696,1.913043478,2.739130435,1.363636364,2.636363636,4.636363636,4.019607843,2.434782609,.,1.739130435,1.739130435,3.130434783,2.260869565,164.5
WM-202,W,M,21.69230769,26,0,1,0,0,0,0,0,1,1.769230769,1.56,3.192307692,1.269230769,2.038461538,1.68,2.269230769,4.346153846,3.163265306,1.769230769,.,1.423076923,1.653846154,3.769230769,2,154.5
WM-203,W,M,29.25,24,0,1,0,0,0,0,0,1,1.416666667,2.333333333,2.347826087,1.916666667,3.25,1.333333333,2.125,4.869565217,4.389830508,2.375,.,1.416666667,2.5,3.541666667,1.541666667,150
WM-204,W,M,35.13333333,30,0,1,0,0,0,0,0,1,1.433333333,1.933333333,1.9,1.586206897,3.5,1.482758621,2.1,5.366666667,4.4375,1.689655172,.,1.266666667,2.466666667,3.266666667,1.7,155.5
WM-205,W,M,29.36,25,0,1,0,0,0,0,0,1,1.84,3.041666667,2.32,2.2,3.52,1.541666667,1.6,5,4.428571429,1.96,.,1.44,2.6,3.04,1.92,160.5
WM-206,W,M,23.32258065,31,0,1,0,0,0,0,0,1,1.903225806,1.870967742,3.387096774,2,2.096774194,2.258064516,2.677419355,2.935483871,3.839285714,2.032258065,.,1.774193548,2,3.258064516,3.709677419,168
WM-207,W,M,26.58333333,24,0,1,0,0,0.083333333,0.041666667,0.041666667,0.833333333,1.47826087,1.625,1.958333333,1.434782609,3.625,1.333333333,3.086956522,5.208333333,2.52,1.458333333,.,1.416666667,2,3.333333333,2.458333333,147
WM-208,W,M,26.13793103,29,0,1,0,0,0.034482759,0,0,0.965517241,1.928571429,1.678571429,3.724137931,1.827586207,2.178571429,2.034482759,3.24137931,3.310344828,3.732142857,2,.,1.965517241,1.655172414,3.586206897,1.655172414,168.5
WM-209,W,M,20.39285714,28,0,1,0,0,0,0.035714286,0,0.964285714,2.222222222,1.571428571,3.607142857,1.821428571,1.821428571,2.142857143,2.357142857,3.607142857,3.98,2.269230769,.,1.892857143,1.821428571,3.535714286,1.714285714,173
WM-210,W,M,21.5,28,0,1,0,0,0,0,0,1,2.214285714,2.407407407,3.178571429,1.821428571,2,1.678571429,2.035714286,3.481481481,3.823529412,2.785714286,.,1.75,1.714285714,3.321428571,2.071428571,161
WM-211,W,M,27.79310345,29,0.034482759,0.965517241,0,0,0.034482759,0,0,0.965517241,1.785714286,1.535714286,2.068965517,1.464285714,2.689655172,1.75862069,1.965517241,4.607142857,3.807692308,1.620689655,.,1.586206897,1.896551724,3.172413793,3.344827586,167
WM-212,W,M,30.11111111,27,0,1,0,0,0,0,0,1,1.962962963,3.333333333,2.296296296,2.884615385,4.111111111,1.814814815,1.925925926,4.962962963,3.956521739,2.444444444,.,1.576923077,3.333333333,3.481481481,2.518518519,158.5
WM-213,W,M,26.36,25,0,1,0,0,0,0,0,1,1.76,1.96,3,1.56,3,1.92,3.826086957,4.16,4.127272727,1.84,.,1.68,1.96,3.56,2.32,165.5
WM-214,W,M,25.12,25,0.04,0.96,0,0,0,0,0,1,1.8,1.68,3.6,1.72,2.48,2.25,3.4,3.666666667,4.132075472,1.88,.,2.04,1.68,3.72,2.24,169
WM-215,W,M,29,28,0,1,0,0,0,0,0,1,1.964285714,2.071428571,3,2.071428571,2.071428571,1.785714286,1.814814815,4.185185185,3.431818182,3.857142857,.,1.928571429,2,3.107142857,2.428571429,159
WM-216,W,M,30.88461538,26,0,1,0.038461538,0,0,0,0,0.961538462,2.653846154,2.115384615,2.961538462,2.307692308,2.076923077,2,1.615384615,3.615384615,3.840909091,3,.,2.038461538,2.076923077,3.192307692,2.192307692,161
WM-217,W,M,18.73076923,26,0,1,0.076923077,0,0,0.153846154,0,0.769230769,2.5,3.461538462,4.230769231,2.269230769,2.807692308,2.769230769,1.846153846,3.461538462,2.8125,2.538461538,.,2.153846154,2.846153846,3.115384615,2.961538462,164.5
WM-218,W,M,25.82142857,28,0,1,0,0,0.035714286,0.071428571,0.071428571,0.821428571,1.535714286,2.071428571,1.857142857,1.571428571,2.5,1.357142857,1.888888889,4.392857143,2.595744681,2.071428571,.,1.464285714,1.777777778,3.107142857,1.892857143,152.5
WM-219,W,M,22.16666667,24,0,1,0,0,0,0,0,1,1.708333333,2,2.347826087,1.458333333,2.833333333,1.791666667,1.75,4.583333333,4.096153846,3.166666667,.,1.708333333,1.75,3.25,1.625,173
WM-220,W,M,37.22222222,26,0,1,0,0,0,0,0,1,1.925925926,3.740740741,1.851851852,2.444444444,4.615384615,1.407407407,2.307692308,5.074074074,3.791666667,2,.,1.851851852,4.384615385,2.481481481,3.407407407,163.5
WM-221,W,M,41.07407407,27,0,1,0,0,0,0,0,1,1.592592593,3.148148148,1.703703704,2.296296296,4.259259259,1.37037037,1.888888889,4.925925926,4.390243902,2.538461538,.,1.518518519,2.518518519,3.555555556,1.925925926,167.5
WM-222,W,M,33.03448276,29,0,1,0,0,0,0,0,1,3,2.75,2.206896552,2.517241379,2.571428571,2.137931034,1.655172414,4.071428571,3.454545455,2.793103448,.,2,2.586206897,2.75862069,2.724137931,174
WM-223,W,M,42.76,25,0,1,0,0,0.08,0.08,0,0.84,1.583333333,2.88,1.12,2.12,4.36,1,1.96,5.48,3.170212766,2.541666667,.,1.36,3.083333333,3,2.04,156
WM-224,W,M,26.28571429,28,0.035714286,0.964285714,0,0,0,0,0,1,2.222222222,3.142857143,1.785714286,2.178571429,4.178571429,1.892857143,1.571428571,4.75,4.107142857,2.142857143,.,1.535714286,3.642857143,2.821428571,4.285714286,176
WM-225,W,M,36.82142857,28,0,1,0,0,0,0,0,1,1.5,1.925925926,1.892857143,1.407407407,3.107142857,1.357142857,2.678571429,4.607142857,4.384615385,1.857142857,.,1.392857143,2,3.703703704,2.035714286,165
WM-227,W,M,25.82608696,23,0,1,0,0,0.130434783,0.086956522,0.086956522,0.695652174,1.772727273,2.545454545,2,1.954545455,3.608695652,1.739130435,1.826086957,4.739130435,1.810810811,2.52173913,.,1.608695652,2.347826087,3.086956522,1.913043478,172.5
WM-228,W,M,31.07407407,27,0.037037037,0.962962963,0,0,0.222222222,0.148148148,0.222222222,0.407407407,1.769230769,2.555555556,2.346153846,2.259259259,3.148148148,1.814814815,2.115384615,4.423076923,1.636363636,2.518518519,.,1.62962963,2.576923077,3,3.592592593,171
WM-229,W,M,24.69565217,24,0,1,0,0,0,0,0,1,1.791666667,2.695652174,2.083333333,1.875,2.625,1.25,1.913043478,4.125,4,2.166666667,.,1.416666667,2.291666667,2.958333333,1.875,171.5
WM-230,W,M,21.60714286,28,0,1,0,0,0,0,0,1,1.814814815,1.785714286,3.964285714,2,2.678571429,1.851851852,3.214285714,3.821428571,4.272727273,1.928571429,.,1.5,2.035714286,3.392857143,2.035714286,173
WM-231,W,M,20.5862069,29,0,1,0.034482759,0,0.275862069,0.137931034,0,0.551724138,2,2.172413793,4.068965517,1.655172414,2.607142857,1.862068966,2.310344828,4.24137931,2.235294118,2.586206897,.,1.482758621,2.137931034,3.275862069,1.896551724,177
WM-232,W,M,23.2962963,27,0,1,0,0,0,0,0,1,2.666666667,3.538461538,2.703703704,2.925925926,2.592592593,1.740740741,1.888888889,4.37037037,3.625,3.407407407,.,1.851851852,3.037037037,2.777777778,2.703703704,175
WM-233,W,M,33.33333333,24,0.041666667,0.958333333,0.083333333,0,0.208333333,0.208333333,0.291666667,0.208333333,2.208333333,2.391304348,2,2.375,3.333333333,1.833333333,2.375,4.541666667,1.571428571,2.291666667,.,1.916666667,2.5,3,2.916666667,161.5
WM-234,W,M,23.31034483,29,0,1,0,0,0,0,0,1,1.862068966,2.862068966,2.724137931,2,3.107142857,1.586206897,2.137931034,4.517241379,4.26,2.172413793,.,1.310344828,2.517241379,2.862068966,1.896551724,172
WM-235,W,M,20.75,28,0.035714286,0.964285714,0,0,0,0,0,1,1.428571429,3,2.464285714,2.037037037,3.074074074,1.571428571,1.678571429,4.321428571,4.25,2.074074074,.,1.357142857,3,2.571428571,1.678571429,176.5
WM-236,W,M,20.73076923,26,0,1,0,0,0,0,0.038461538,0.961538462,1.692307692,1.5,3.807692308,1.307692308,1.56,2.769230769,1.923076923,2.84,3.169811321,2.923076923,.,1.230769231,1.538461538,3,2.769230769,173.5
WM-237,W,M,29,29,0,1,0,0,0.034482759,0,0,0.965517241,1.965517241,2.551724138,2.068965517,2.172413793,2.724137931,1.678571429,1.793103448,4.285714286,3.79245283,2.551724138,.,1.642857143,2.413793103,3,2.413793103,174
WM-238,W,M,24.81818182,22,0,1,0,0,0,0,0,1,1.666666667,2.363636364,2.181818182,2.136363636,3.318181818,1.5,2.409090909,4.590909091,3.711538462,1.772727273,.,1.428571429,2.909090909,3,2.136363636,172
WM-239,W,M,18.03571429,28,0.035714286,0.964285714,0,0,0,0.035714286,0.035714286,0.928571429,2.321428571,2,4.285714286,2.214285714,2.178571429,2.071428571,2.321428571,3.785714286,3.777777778,2.392857143,.,1.892857143,2.107142857,3.285714286,1.964285714,167
WM-240,W,M,34.38461538,26,0,1,0,0,0,0,0,1,3.384615385,2.2,2.192307692,2.038461538,2.730769231,1.92,1.76,4.5,3.489361702,4.153846154,.,1.730769231,2.230769231,3.5,2.653846154,177
WM-241,W,M,34.25925926,27,0,1,0,0,0,0,0,1,2,3.461538462,1.888888889,2.037037037,4.037037037,2,2.259259259,4.703703704,4.042553191,2.259259259,.,1.576923077,3,3.111111111,2.925925926,169
WM-242,W,M,23.06896552,29,0,1,0,0,0.034482759,0.103448276,0,0.862068966,1.75862069,2.571428571,2.310344828,2.724137931,2.827586207,1.75862069,1.724137931,4.214285714,3.254901961,2.24137931,.,1.344827586,2.142857143,3.137931034,2.310344828,171.5
WM-243,W,M,31.44,24,0,1,0,0,0.166666667,0.041666667,0.041666667,0.75,1.88,3.2,1.84,2.375,3.88,1.76,1.76,4.652173913,2.409836066,2.2,.,1.6,3.56,2.56,3.36,151.5
WM-244,W,M,30.51851852,27,0,1,0,0,0,0,0,1,1.538461538,2.037037037,1.851851852,1.68,3.481481481,1.692307692,2.814814815,5.111111111,3.385964912,1.777777778,.,1.777777778,2.37037037,2.888888889,2.37037037,165.5
WM-245,W,M,26.27586207,29,0,1,0,0,0,0,0,1,2.586206897,2.931034483,2.142857143,2.714285714,2.862068966,1.344827586,1.448275862,4.620689655,3.955555556,3.413793103,.,1.379310345,2.75862069,2.827586207,1.931034483,165.5
WM-247,W,M,25.5,26,0,1,0,0,0,0,0.038461538,0.961538462,2.04,2.269230769,2.461538462,2.038461538,2.615384615,1.769230769,2.576923077,3.923076923,2.764705882,2.458333333,.,1.769230769,2.076923077,3.230769231,2.153846154,169
WM-248,W,M,41.69230769,26,0,1,0,0,0,0,0,1,2,2,1.730769231,2,2.961538462,1.36,2.307692308,4.461538462,4.04,2.5,.,1.923076923,2.384615385,3.230769231,2.038461538,166
WM-249,W,M,43.18518519,27,0,1,0,0,0,0,0,1,2.481481481,3.037037037,1.555555556,2.407407407,3.333333333,1.222222222,1.333333333,4.148148148,4.1,3.222222222,.,1.538461538,3.407407407,2.307692308,2.888888889,156
WM-250,W,M,21.12,25,0,1,0.04,0.12,0.4,0.4,0.04,0,2.166666667,1.88,3.72,2.04,3.64,1.56,1.875,4.68,1.25,2.68,.,1.64,2,3.36,2.24,168
WM-251,W,M,27.72,25,0,1,0,0,0,0,0,1,2.04,2.08,2.08,1.96,2.56,1.68,3.2,4.32,4.038461538,2.48,.,1.791666667,1.92,3.4,2.48,161
WM-252,W,M,32.77777778,27,0,1,0,0,0.185185185,0.037037037,0.037037037,0.740740741,1.777777778,2.296296296,2,2.074074074,3.037037037,1.37037037,2.703703704,5.148148148,2.222222222,1.888888889,.,1.740740741,1.962962963,3.888888889,2.222222222,149
WM-253,W,M,24,25,0.038461538,0.961538462,0,0.04,0.24,0.04,0,0.68,1.538461538,1.692307692,3.076923077,1.769230769,2.76,1.76,3.269230769,3.846153846,2.048780488,1.730769231,.,1.653846154,2,3.153846154,2.346153846,165.5
WM-254,W,M,30.30769231,26,0,1,0,0,0,0,0,1,1.307692308,2.076923077,2.076923077,1.615384615,3.230769231,1.230769231,2.538461538,4.807692308,4.14893617,1.269230769,.,1.153846154,2,3.230769231,1.307692308,174
WM-255,W,M,34.07142857,27,0.035714286,0.964285714,0,0,0.111111111,0.185185185,0.111111111,0.592592593,1.444444444,2.25,1.571428571,1.821428571,3.214285714,1.642857143,2.571428571,4.714285714,1.769230769,2.142857143,.,1.392857143,2.75,2.892857143,3,162.5
WM-256,W,M,30.96153846,26,0,1,0,0,0.115384615,0.076923077,0.038461538,0.769230769,1.769230769,2.384615385,2.615384615,1.961538462,3.230769231,1.64,2.346153846,4.384615385,2.214285714,1.96,.,1.923076923,2.384615385,3,1.769230769,166.5
WM-257,W,M,30.03703704,27,0,1,0,0,0.111111111,0.037037037,0,0.851851852,1.925925926,1.333333333,2.28,1.185185185,2.185185185,1.814814815,2.518518519,4.346153846,3.081632653,2.518518519,.,1.740740741,1.555555556,3.923076923,2.666666667,172
WM-258,W,M,37.85185185,27,0,1,0,0,0,0,0,1,1.222222222,1.62962963,1.777777778,1.851851852,3.230769231,1.148148148,3.074074074,4.666666667,4.244444444,1.592592593,.,1.518518519,2,3.333333333,2.185185185,176.5
