,Twin_Num_of2.twin1,sex_x.twin1,age.twin1,Zygosity.twin1,Faces.MIT1.twin1,Faces.MIT2.twin1,Faces.MIT3.twin1,Faces.MIT4.twin1,Faces.MIT5.twin1,Faces.MIT6.twin1,Faces.MIT7.twin1,Faces.MIT8.twin1,Faces.MIT9.twin1,Faces.MIT10.twin1,Faces.MIT11.twin1,Faces.MIT12.twin1,Faces.MIT13.twin1,Faces.MIT14.twin1,Faces.MIT15.twin1,Faces.MIT16.twin1,Faces.MIT17.twin1,Faces.MIT18.twin1,Faces.MIT19.twin1,Faces.MIT20.twin1,Faces.MIT21.twin1,Faces.MIT22.twin1,Faces.MIT23.twin1,Faces.MIT24.twin1,Faces.MIT25.twin1,Faces.MIT26.twin1,Faces.MIT27.twin1,Faces.MIT28.twin1,Faces.MIT29.twin1,Faces.MIT30.twin1,Faces.MIT31.twin1,Faces.MIT32.twin1,Faces.MIT33.twin1,Faces.MIT34.twin1,Faces.MIT35.twin1,Faces.MIT36.twin1,Faces.MIT37.twin1,Faces.MIT38.twin1,Faces.MIT39.twin1,Faces.MIT40.twin1,Faces.MIT41.twin1,Faces.MIT42.twin1,Faces.MIT43.twin1,Faces.MIT44.twin1,Faces.MIT45.twin1,Faces.MIT46.twin1,Faces.MIT47.twin1,Faces.MIT48.twin1,Faces.MIT49.twin1,Faces.MIT50.twin1,Faces.MIT51.twin1,Faces.MIT52.twin1,Faces.MIT53.twin1,Faces.MIT54.twin1,Faces.MIT55.twin1,Faces.MIT56.twin1,Faces.MIT57.twin1,Faces.MIT58.twin1,Faces.MIT59.twin1,Faces.MIT60.twin1,Faces.MIT61.twin1,Faces.MIT62.twin1,Faces.MIT63.twin1,Faces.MIT64.twin1,Faces.MIT65.twin1,Faces.GLASGOW1.twin1,Faces.GLASGOW2.twin1,Faces.GLASGOW3.twin1,Faces.GLASGOW4.twin1,Faces.GLASGOW5.twin1,Faces.GLASGOW6.twin1,Faces.GLASGOW7.twin1,Faces.GLASGOW8.twin1,Faces.GLASGOW9.twin1,Faces.GLASGOW10.twin1,Faces.GLASGOW11.twin1,Faces.GLASGOW12.twin1,Faces.GLASGOW13.twin1,Faces.GLASGOW14.twin1,Faces.GLASGOW15.twin1,Faces.GLASGOW16.twin1,Faces.GLASGOW17.twin1,Faces.GLASGOW18.twin1,Faces.GLASGOW19.twin1,Faces.GLASGOW20.twin1,Faces.GLASGOW21.twin1,Faces.GLASGOW22.twin1,Faces.GLASGOW23.twin1,Faces.GLASGOW24.twin1,Faces.GLASGOW25.twin1,Faces.GLASGOW26.twin1,Faces.GLASGOW27.twin1,Faces.GLASGOW28.twin1,Faces.GLASGOW29.twin1,Faces.GLASGOW30.twin1,Faces.GLASGOW31.twin1,Faces.GLASGOW32.twin1,Faces.GLASGOW33.twin1,Faces.GLASGOW34.twin1,Faces.GLASGOW35.twin1,Faces.GLASGOW36.twin1,Faces.GLASGOW37.twin1,Faces.GLASGOW38.twin1,Faces.GLASGOW39.twin1,Faces.GLASGOW40.twin1,Faces.GLASGOW41.twin1,Faces.GLASGOW42.twin1,Faces.GLASGOW43.twin1,Faces.GLASGOW44.twin1,Faces.GLASGOW45.twin1,Faces.GLASGOW46.twin1,Faces.GLASGOW47.twin1,Faces.GLASGOW48.twin1,Faces.GLASGOW49.twin1,Faces.GLASGOW50.twin1,Faces.GLASGOW51.twin1,Faces.GLASGOW52.twin1,Faces.GLASGOW53.twin1,Faces.GLASGOW54.twin1,Faces.GLASGOW55.twin1,Faces.GLASGOW56.twin1,Faces.GLASGOW57.twin1,Faces.GLASGOW58.twin1,Faces.GLASGOW59.twin1,Faces.GLASGOW60.twin1,Faces.GLASGOW61.twin1,Faces.GLASGOW62.twin1,Faces.GLASGOW63.twin1,Faces.GLASGOW64.twin1,Faces.GLASGOW65.twin1,OBJECTS1.twin1,OBJECTS2.twin1,OBJECTS3.twin1,OBJECTS4.twin1,OBJECTS5.twin1,OBJECTS6.twin1,OBJECTS7.twin1,OBJECTS8.twin1,OBJECTS9.twin1,OBJECTS10.twin1,OBJECTS11.twin1,OBJECTS12.twin1,OBJECTS13.twin1,OBJECTS14.twin1,OBJECTS15.twin1,OBJECTS16.twin1,OBJECTS17.twin1,OBJECTS18.twin1,OBJECTS19.twin1,OBJECTS20.twin1,OBJECTS21.twin1,OBJECTS22.twin1,OBJECTS23.twin1,OBJECTS24.twin1,OBJECTS25.twin1,OBJECTS26.twin1,OBJECTS27.twin1,OBJECTS28.twin1,OBJECTS29.twin1,OBJECTS30.twin1,OBJECTS31.twin1,OBJECTS32.twin1,OBJECTS33.twin1,OBJECTS34.twin1,OBJECTS35.twin1,OBJECTS36.twin1,OBJECTS37.twin1,OBJECTS38.twin1,OBJECTS39.twin1,OBJECTS40.twin1,OBJECTS41.twin1,OBJECTS42.twin1,OBJECTS43.twin1,OBJECTS44.twin1,OBJECTS45.twin1,OBJECTS46.twin1,OBJECTS47.twin1,OBJECTS48.twin1,OBJECTS49.twin1,OBJECTS50.twin1,OBJECTS51.twin1,OBJECTS52.twin1,OBJECTS53.twin1,OBJECTS54.twin1,OBJECTS55.twin1,OBJECTS56.twin1,OBJECTS57.twin1,OBJECTS58.twin1,OBJECTS59.twin1,OBJECTS60.twin1,OBJECTS61.twin1,OBJECTS62.twin1,OBJECTS63.twin1,OBJECTS64.twin1,OBJECTS65.twin1,Faces.OTHER1.twin1,Faces.OTHER2.twin1,Faces.OTHER3.twin1,Faces.OTHER4.twin1,Faces.OTHER5.twin1,Faces.OTHER6.twin1,Faces.OTHER7.twin1,Faces.OTHER8.twin1,Faces.OTHER9.twin1,Faces.OTHER10.twin1,Faces.OTHER11.twin1,Faces.OTHER12.twin1,Faces.OTHER13.twin1,Faces.OTHER14.twin1,Faces.OTHER15.twin1,Faces.OTHER16.twin1,Faces.OTHER17.twin1,Faces.OTHER18.twin1,Faces.OTHER19.twin1,Faces.OTHER20.twin1,Faces.OTHER21.twin1,Faces.OTHER22.twin1,Faces.OTHER23.twin1,Faces.OTHER24.twin1,Faces.OTHER25.twin1,Faces.OTHER26.twin1,Faces.OTHER27.twin1,Faces.OTHER28.twin1,Faces.OTHER29.twin1,Faces.OTHER30.twin1,Faces.OTHER31.twin1,Faces.OTHER32.twin1,Faces.OTHER33.twin1,Faces.OTHER34.twin1,Faces.OTHER35.twin1,Faces.OTHER36.twin1,Faces.OTHER37.twin1,Faces.OTHER38.twin1,Faces.OTHER39.twin1,Faces.OTHER40.twin1,Faces.OTHER41.twin1,Faces.OTHER42.twin1,Faces.OTHER43.twin1,Faces.OTHER44.twin1,Faces.OTHER45.twin1,Faces.OTHER46.twin1,Faces.OTHER47.twin1,Faces.OTHER48.twin1,Faces.OTHER49.twin1,Faces.OTHER50.twin1,Faces.OTHER51.twin1,Faces.OTHER52.twin1,Faces.OTHER53.twin1,Faces.OTHER54.twin1,Faces.OTHER55.twin1,Faces.OTHER56.twin1,Faces.OTHER57.twin1,Faces.OTHER58.twin1,Faces.OTHER59.twin1,Faces.OTHER60.twin1,Faces.OTHER61.twin1,Faces.OTHER62.twin1,Faces.OTHER63.twin1,Faces.OTHER64.twin1,Faces.OTHER65.twin1,Faces.GENHEAD1.twin1,Faces.GENHEAD2.twin1,Faces.GENHEAD3.twin1,Faces.GENHEAD4.twin1,Faces.GENHEAD5.twin1,Faces.GENHEAD6.twin1,Faces.GENHEAD7.twin1,Faces.GENHEAD8.twin1,Faces.GENHEAD9.twin1,Faces.GENHEAD10.twin1,Faces.GENHEAD11.twin1,Faces.GENHEAD12.twin1,Faces.GENHEAD13.twin1,Faces.GENHEAD14.twin1,Faces.GENHEAD15.twin1,Faces.GENHEAD16.twin1,Faces.GENHEAD17.twin1,Faces.GENHEAD18.twin1,Faces.GENHEAD19.twin1,Faces.GENHEAD20.twin1,Faces.GENHEAD21.twin1,Faces.GENHEAD22.twin1,Faces.GENHEAD23.twin1,Faces.GENHEAD24.twin1,Faces.GENHEAD25.twin1,Faces.GENHEAD26.twin1,Faces.GENHEAD27.twin1,Faces.GENHEAD28.twin1,Faces.GENHEAD29.twin1,Faces.GENHEAD30.twin1,Faces.GENHEAD31.twin1,Faces.GENHEAD32.twin1,Faces.GENHEAD33.twin1,Faces.GENHEAD34.twin1,Faces.GENHEAD35.twin1,Faces.GENHEAD36.twin1,Faces.GENHEAD37.twin1,Faces.GENHEAD38.twin1,Faces.GENHEAD39.twin1,Faces.GENHEAD40.twin1,Faces.GENHEAD41.twin1,Faces.GENHEAD42.twin1,Faces.GENHEAD43.twin1,Faces.GENHEAD44.twin1,Faces.GENHEAD45.twin1,Faces.GENHEAD46.twin1,Faces.GENHEAD47.twin1,Faces.GENHEAD48.twin1,Faces.GENHEAD49.twin1,Faces.GENHEAD50.twin1,Faces.GENHEAD51.twin1,Faces.GENHEAD52.twin1,Faces.GENHEAD53.twin1,Faces.GENHEAD54.twin1,Faces.GENHEAD55.twin1,Faces.GENHEAD56.twin1,Faces.GENHEAD57.twin1,Faces.GENHEAD58.twin1,Faces.GENHEAD59.twin1,Faces.GENHEAD60.twin1,Faces.GENHEAD61.twin1,Faces.GENHEAD62.twin1,Faces.GENHEAD63.twin1,Faces.GENHEAD64.twin1,Faces.GENHEAD65.twin1,SCENES1.twin1,SCENES2.twin1,SCENES3.twin1,SCENES4.twin1,SCENES5.twin1,SCENES6.twin1,SCENES7.twin1,SCENES8.twin1,SCENES9.twin1,SCENES10.twin1,SCENES11.twin1,SCENES12.twin1,SCENES13.twin1,SCENES14.twin1,SCENES15.twin1,SCENES16.twin1,SCENES17.twin1,SCENES18.twin1,SCENES19.twin1,SCENES20.twin1,SCENES21.twin1,SCENES22.twin1,SCENES23.twin1,SCENES24.twin1,SCENES25.twin1,SCENES26.twin1,SCENES27.twin1,SCENES28.twin1,SCENES29.twin1,SCENES30.twin1,SCENES31.twin1,SCENES32.twin1,SCENES33.twin1,SCENES34.twin1,SCENES35.twin1,SCENES36.twin1,SCENES37.twin1,SCENES38.twin1,SCENES39.twin1,SCENES40.twin1,SCENES41.twin1,SCENES42.twin1,SCENES43.twin1,SCENES44.twin1,SCENES45.twin1,SCENES46.twin1,SCENES47.twin1,SCENES48.twin1,SCENES49.twin1,SCENES50.twin1,SCENES51.twin1,SCENES52.twin1,SCENES53.twin1,SCENES54.twin1,SCENES55.twin1,SCENES56.twin1,SCENES57.twin1,SCENES58.twin1,SCENES59.twin1,SCENES60.twin1,SCENES61.twin1,SCENES62.twin1,SCENES63.twin1,SCENES64.twin1,SCENES65.twin1,Twin_Num_of2.twin2,sex_x.twin2,age.twin2,Zygosity.twin2,Faces.MIT1.twin2,Faces.MIT2.twin2,Faces.MIT3.twin2,Faces.MIT4.twin2,Faces.MIT5.twin2,Faces.MIT6.twin2,Faces.MIT7.twin2,Faces.MIT8.twin2,Faces.MIT9.twin2,Faces.MIT10.twin2,Faces.MIT11.twin2,Faces.MIT12.twin2,Faces.MIT13.twin2,Faces.MIT14.twin2,Faces.MIT15.twin2,Faces.MIT16.twin2,Faces.MIT17.twin2,Faces.MIT18.twin2,Faces.MIT19.twin2,Faces.MIT20.twin2,Faces.MIT21.twin2,Faces.MIT22.twin2,Faces.MIT23.twin2,Faces.MIT24.twin2,Faces.MIT25.twin2,Faces.MIT26.twin2,Faces.MIT27.twin2,Faces.MIT28.twin2,Faces.MIT29.twin2,Faces.MIT30.twin2,Faces.MIT31.twin2,Faces.MIT32.twin2,Faces.MIT33.twin2,Faces.MIT34.twin2,Faces.MIT35.twin2,Faces.MIT36.twin2,Faces.MIT37.twin2,Faces.MIT38.twin2,Faces.MIT39.twin2,Faces.MIT40.twin2,Faces.MIT41.twin2,Faces.MIT42.twin2,Faces.MIT43.twin2,Faces.MIT44.twin2,Faces.MIT45.twin2,Faces.MIT46.twin2,Faces.MIT47.twin2,Faces.MIT48.twin2,Faces.MIT49.twin2,Faces.MIT50.twin2,Faces.MIT51.twin2,Faces.MIT52.twin2,Faces.MIT53.twin2,Faces.MIT54.twin2,Faces.MIT55.twin2,Faces.MIT56.twin2,Faces.MIT57.twin2,Faces.MIT58.twin2,Faces.MIT59.twin2,Faces.MIT60.twin2,Faces.MIT61.twin2,Faces.MIT62.twin2,Faces.MIT63.twin2,Faces.MIT64.twin2,Faces.MIT65.twin2,Faces.GLASGOW1.twin2,Faces.GLASGOW2.twin2,Faces.GLASGOW3.twin2,Faces.GLASGOW4.twin2,Faces.GLASGOW5.twin2,Faces.GLASGOW6.twin2,Faces.GLASGOW7.twin2,Faces.GLASGOW8.twin2,Faces.GLASGOW9.twin2,Faces.GLASGOW10.twin2,Faces.GLASGOW11.twin2,Faces.GLASGOW12.twin2,Faces.GLASGOW13.twin2,Faces.GLASGOW14.twin2,Faces.GLASGOW15.twin2,Faces.GLASGOW16.twin2,Faces.GLASGOW17.twin2,Faces.GLASGOW18.twin2,Faces.GLASGOW19.twin2,Faces.GLASGOW20.twin2,Faces.GLASGOW21.twin2,Faces.GLASGOW22.twin2,Faces.GLASGOW23.twin2,Faces.GLASGOW24.twin2,Faces.GLASGOW25.twin2,Faces.GLASGOW26.twin2,Faces.GLASGOW27.twin2,Faces.GLASGOW28.twin2,Faces.GLASGOW29.twin2,Faces.GLASGOW30.twin2,Faces.GLASGOW31.twin2,Faces.GLASGOW32.twin2,Faces.GLASGOW33.twin2,Faces.GLASGOW34.twin2,Faces.GLASGOW35.twin2,Faces.GLASGOW36.twin2,Faces.GLASGOW37.twin2,Faces.GLASGOW38.twin2,Faces.GLASGOW39.twin2,Faces.GLASGOW40.twin2,Faces.GLASGOW41.twin2,Faces.GLASGOW42.twin2,Faces.GLASGOW43.twin2,Faces.GLASGOW44.twin2,Faces.GLASGOW45.twin2,Faces.GLASGOW46.twin2,Faces.GLASGOW47.twin2,Faces.GLASGOW48.twin2,Faces.GLASGOW49.twin2,Faces.GLASGOW50.twin2,Faces.GLASGOW51.twin2,Faces.GLASGOW52.twin2,Faces.GLASGOW53.twin2,Faces.GLASGOW54.twin2,Faces.GLASGOW55.twin2,Faces.GLASGOW56.twin2,Faces.GLASGOW57.twin2,Faces.GLASGOW58.twin2,Faces.GLASGOW59.twin2,Faces.GLASGOW60.twin2,Faces.GLASGOW61.twin2,Faces.GLASGOW62.twin2,Faces.GLASGOW63.twin2,Faces.GLASGOW64.twin2,Faces.GLASGOW65.twin2,OBJECTS1.twin2,OBJECTS2.twin2,OBJECTS3.twin2,OBJECTS4.twin2,OBJECTS5.twin2,OBJECTS6.twin2,OBJECTS7.twin2,OBJECTS8.twin2,OBJECTS9.twin2,OBJECTS10.twin2,OBJECTS11.twin2,OBJECTS12.twin2,OBJECTS13.twin2,OBJECTS14.twin2,OBJECTS15.twin2,OBJECTS16.twin2,OBJECTS17.twin2,OBJECTS18.twin2,OBJECTS19.twin2,OBJECTS20.twin2,OBJECTS21.twin2,OBJECTS22.twin2,OBJECTS23.twin2,OBJECTS24.twin2,OBJECTS25.twin2,OBJECTS26.twin2,OBJECTS27.twin2,OBJECTS28.twin2,OBJECTS29.twin2,OBJECTS30.twin2,OBJECTS31.twin2,OBJECTS32.twin2,OBJECTS33.twin2,OBJECTS34.twin2,OBJECTS35.twin2,OBJECTS36.twin2,OBJECTS37.twin2,OBJECTS38.twin2,OBJECTS39.twin2,OBJECTS40.twin2,OBJECTS41.twin2,OBJECTS42.twin2,OBJECTS43.twin2,OBJECTS44.twin2,OBJECTS45.twin2,OBJECTS46.twin2,OBJECTS47.twin2,OBJECTS48.twin2,OBJECTS49.twin2,OBJECTS50.twin2,OBJECTS51.twin2,OBJECTS52.twin2,OBJECTS53.twin2,OBJECTS54.twin2,OBJECTS55.twin2,OBJECTS56.twin2,OBJECTS57.twin2,OBJECTS58.twin2,OBJECTS59.twin2,OBJECTS60.twin2,OBJECTS61.twin2,OBJECTS62.twin2,OBJECTS63.twin2,OBJECTS64.twin2,OBJECTS65.twin2,Faces.OTHER1.twin2,Faces.OTHER2.twin2,Faces.OTHER3.twin2,Faces.OTHER4.twin2,Faces.OTHER5.twin2,Faces.OTHER6.twin2,Faces.OTHER7.twin2,Faces.OTHER8.twin2,Faces.OTHER9.twin2,Faces.OTHER10.twin2,Faces.OTHER11.twin2,Faces.OTHER12.twin2,Faces.OTHER13.twin2,Faces.OTHER14.twin2,Faces.OTHER15.twin2,Faces.OTHER16.twin2,Faces.OTHER17.twin2,Faces.OTHER18.twin2,Faces.OTHER19.twin2,Faces.OTHER20.twin2,Faces.OTHER21.twin2,Faces.OTHER22.twin2,Faces.OTHER23.twin2,Faces.OTHER24.twin2,Faces.OTHER25.twin2,Faces.OTHER26.twin2,Faces.OTHER27.twin2,Faces.OTHER28.twin2,Faces.OTHER29.twin2,Faces.OTHER30.twin2,Faces.OTHER31.twin2,Faces.OTHER32.twin2,Faces.OTHER33.twin2,Faces.OTHER34.twin2,Faces.OTHER35.twin2,Faces.OTHER36.twin2,Faces.OTHER37.twin2,Faces.OTHER38.twin2,Faces.OTHER39.twin2,Faces.OTHER40.twin2,Faces.OTHER41.twin2,Faces.OTHER42.twin2,Faces.OTHER43.twin2,Faces.OTHER44.twin2,Faces.OTHER45.twin2,Faces.OTHER46.twin2,Faces.OTHER47.twin2,Faces.OTHER48.twin2,Faces.OTHER49.twin2,Faces.OTHER50.twin2,Faces.OTHER51.twin2,Faces.OTHER52.twin2,Faces.OTHER53.twin2,Faces.OTHER54.twin2,Faces.OTHER55.twin2,Faces.OTHER56.twin2,Faces.OTHER57.twin2,Faces.OTHER58.twin2,Faces.OTHER59.twin2,Faces.OTHER60.twin2,Faces.OTHER61.twin2,Faces.OTHER62.twin2,Faces.OTHER63.twin2,Faces.OTHER64.twin2,Faces.OTHER65.twin2,Faces.GENHEAD1.twin2,Faces.GENHEAD2.twin2,Faces.GENHEAD3.twin2,Faces.GENHEAD4.twin2,Faces.GENHEAD5.twin2,Faces.GENHEAD6.twin2,Faces.GENHEAD7.twin2,Faces.GENHEAD8.twin2,Faces.GENHEAD9.twin2,Faces.GENHEAD10.twin2,Faces.GENHEAD11.twin2,Faces.GENHEAD12.twin2,Faces.GENHEAD13.twin2,Faces.GENHEAD14.twin2,Faces.GENHEAD15.twin2,Faces.GENHEAD16.twin2,Faces.GENHEAD17.twin2,Faces.GENHEAD18.twin2,Faces.GENHEAD19.twin2,Faces.GENHEAD20.twin2,Faces.GENHEAD21.twin2,Faces.GENHEAD22.twin2,Faces.GENHEAD23.twin2,Faces.GENHEAD24.twin2,Faces.GENHEAD25.twin2,Faces.GENHEAD26.twin2,Faces.GENHEAD27.twin2,Faces.GENHEAD28.twin2,Faces.GENHEAD29.twin2,Faces.GENHEAD30.twin2,Faces.GENHEAD31.twin2,Faces.GENHEAD32.twin2,Faces.GENHEAD33.twin2,Faces.GENHEAD34.twin2,Faces.GENHEAD35.twin2,Faces.GENHEAD36.twin2,Faces.GENHEAD37.twin2,Faces.GENHEAD38.twin2,Faces.GENHEAD39.twin2,Faces.GENHEAD40.twin2,Faces.GENHEAD41.twin2,Faces.GENHEAD42.twin2,Faces.GENHEAD43.twin2,Faces.GENHEAD44.twin2,Faces.GENHEAD45.twin2,Faces.GENHEAD46.twin2,Faces.GENHEAD47.twin2,Faces.GENHEAD48.twin2,Faces.GENHEAD49.twin2,Faces.GENHEAD50.twin2,Faces.GENHEAD51.twin2,Faces.GENHEAD52.twin2,Faces.GENHEAD53.twin2,Faces.GENHEAD54.twin2,Faces.GENHEAD55.twin2,Faces.GENHEAD56.twin2,Faces.GENHEAD57.twin2,Faces.GENHEAD58.twin2,Faces.GENHEAD59.twin2,Faces.GENHEAD60.twin2,Faces.GENHEAD61.twin2,Faces.GENHEAD62.twin2,Faces.GENHEAD63.twin2,Faces.GENHEAD64.twin2,Faces.GENHEAD65.twin2,SCENES1.twin2,SCENES2.twin2,SCENES3.twin2,SCENES4.twin2,SCENES5.twin2,SCENES6.twin2,SCENES7.twin2,SCENES8.twin2,SCENES9.twin2,SCENES10.twin2,SCENES11.twin2,SCENES12.twin2,SCENES13.twin2,SCENES14.twin2,SCENES15.twin2,SCENES16.twin2,SCENES17.twin2,SCENES18.twin2,SCENES19.twin2,SCENES20.twin2,SCENES21.twin2,SCENES22.twin2,SCENES23.twin2,SCENES24.twin2,SCENES25.twin2,SCENES26.twin2,SCENES27.twin2,SCENES28.twin2,SCENES29.twin2,SCENES30.twin2,SCENES31.twin2,SCENES32.twin2,SCENES33.twin2,SCENES34.twin2,SCENES35.twin2,SCENES36.twin2,SCENES37.twin2,SCENES38.twin2,SCENES39.twin2,SCENES40.twin2,SCENES41.twin2,SCENES42.twin2,SCENES43.twin2,SCENES44.twin2,SCENES45.twin2,SCENES46.twin2,SCENES47.twin2,SCENES48.twin2,SCENES49.twin2,SCENES50.twin2,SCENES51.twin2,SCENES52.twin2,SCENES53.twin2,SCENES54.twin2,SCENES55.twin2,SCENES56.twin2,SCENES57.twin2,SCENES58.twin2,SCENES59.twin2,SCENES60.twin2,SCENES61.twin2,SCENES62.twin2,SCENES63.twin2,SCENES64.twin2,SCENES65.twin2
1,1,2,37,MZ,4,5,5,5,5,4,4,3,3,4,3,4,3,3,3,4,4,4,3,3,4,5,4,4,3,3,2,2,2,5,4,5,4,3,5,3,4,2,3,3,2,4,2,3,2,3,2,3,3,5,5,4,3,4,3,4,4,3,3,5,4,3,3,2,3,3,3,3,4,6,4,6,7,3,2,2,3,5,5,4,6,3,5,2,2,5,2,3,3,4,3,3,6,6,6,4,3,5,5,3,2,2,5,4,3,2,5,6,3,4,3,3,2,5,3,3,3,3,2,3,5,5,4,3,6,6,3,4,6,4,3,6,5,5,4,4,3,3,3,3,3,3,5,3,3,3,5,5,3,6,3,3,4,6,6,4,4,4,3,3,3,6,6,6,4,3,5,3,4,5,5,3,3,4,5,3,4,3,3,3,6,5,3,3,3,4,3,6,5,3,6,3,4,3,4,4,5,4,3,2,3,4,4,4,2,3,4,4,2,3,3,4,2,6,2,3,1,2,2,3,4,3,4,4,4,3,2,2,2,2,3,3,2,2,4,3,3,3,2,2,3,2,3,2,3,3,3,4,4,3,2,3,3,3,4,2,3,2,3,2,3,2,2,3,3,4,4,2,3,3,5,3,3,5,3,4,3,4,2,6,6,5,3,3,4,4,3,5,5,5,2,3,3,2,3,3,2,2,3,3,3,3,4,3,4,4,3,4,4,2,2,3,3,2,2,3,5,4,4,4,2,2,2,4,3,3,4,1,4,6,3,3,4,3,6,4,4,5,5,6,6,4,3,1,4,4,2,4,3,2,1,4,4,5,6,5,4,4,5,3,5,5,3,3,3,2,6,3,5,4,4,5,2,3,4,1,3,3,3,5,3,5,3,5,5,4,6,3,3,5,2,2,37,MZ,3,4,2,3,3,2,3,2,1,4,2,4,2,4,2,3,5,2,2,1,2,5,5,2,1,1,1,1,1,4,4,1,3,1,2,1,3,1,1,1,2,3,1,1,1,3,2,2,1,4,2,1,1,4,2,2,2,1,1,4,4,1,2,1,2,4,3,1,2,5,2,5,6,3,1,1,3,4,4,4,5,5,4,1,3,6,1,1,2,3,2,3,4,6,6,4,2,3,4,1,1,1,3,5,2,1,2,2,4,2,1,3,1,1,1,1,2,3,2,3,3,4,4,3,6,5,1,5,3,3,1,6,3,3,1,2,1,1,1,1,1,1,3,4,1,1,3,1,2,4,1,1,3,6,6,2,4,4,3,1,3,4,6,6,6,2,5,1,2,2,6,1,1,3,4,1,1,1,1,4,3,3,1,1,1,1,1,6,4,1,6,2,3,1,1,3,4,2,1,1,2,3,2,4,2,2,3,3,1,1,2,1,1,4,1,2,1,2,1,1,1,2,5,2,3,3,1,1,1,1,2,1,1,1,2,1,2,4,1,1,1,1,2,1,1,2,1,3,2,2,1,3,1,2,2,1,3,1,4,1,3,2,2,1,3,3,2,1,1,2,2,2,3,4,4,4,3,4,1,4,5,4,1,3,4,3,3,4,5,4,1,1,1,1,2,1,1,2,2,1,2,2,3,3,3,4,1,4,4,1,2,4,2,1,3,2,5,3,2,5,1,2,1,4,1,5,2,1,5,5,2,3,2,3,5,2,1,3,3,5,5,3,1,1,2,4,1,3,1,3,1,3,4,4,4,5,2,1,4,2,1,3,1,2,2,1,6,2,5,1,3,5,2,3,3,1,2,3,2,4,1,4,2,2,4,2,1,2,2,5
2,1,2,41,DZ,4,5,5,4,4,3,2,2,1,2,1,2,1,2,4,3,4,4,4,3,4,6,2,3,2,2,1,1,1,2,3,3,2,3,3,2,2,2,1,1,1,2,1,4,1,2,2,3,1,2,4,2,1,3,3,2,3,3,2,3,2,1,1,1,2,3,2,2,3,4,4,4,6,3,2,1,2,4,4,4,5,2,4,2,1,7,3,2,2,6,4,3,6,6,5,4,3,4,6,4,3,3,5,2,2,2,5,5,3,2,1,4,1,1,1,2,5,2,2,5,4,7,4,4,4,4,3,3,5,5,2,3,3,3,4,4,2,2,1,1,3,4,3,4,2,3,5,5,3,4,2,2,4,5,4,5,4,3,3,4,3,5,6,4,6,5,4,1,4,4,5,3,2,4,5,2,3,3,2,3,2,3,2,4,2,4,2,2,3,3,4,3,4,3,5,6,6,5,3,2,3,3,3,4,3,3,4,4,3,3,4,4,2,5,1,1,1,1,3,2,2,3,3,3,3,3,2,2,2,1,1,2,1,1,4,2,3,3,2,1,4,3,3,2,3,4,4,5,3,4,2,2,2,3,3,2,2,1,3,2,5,3,3,4,4,4,4,3,3,4,4,3,2,3,3,3,2,3,3,6,5,4,3,4,4,4,4,5,5,5,3,2,2,2,4,2,2,3,4,4,4,3,4,4,4,5,3,3,3,2,1,6,3,2,2,4,4,3,3,4,2,2,2,4,2,6,2,1,5,5,2,7,5,5,6,2,5,5,7,6,6,4,3,2,2,6,2,6,1,1,1,5,5,7,2,7,2,4,4,2,3,6,2,1,5,2,5,5,6,3,6,7,4,3,4,1,2,5,5,6,2,6,2,5,3,4,4,1,5,7,2,2,41,DZ,4,5,5,3,5,5,3,3,3,4,3,3,2,3,5,4,7,6,4,4,3,3,3,3,3,3,3,3,3,5,4,4,3,4,4,4,5,3,3,3,3,3,2,5,3,3,4,4,3,2,5,3,3,3,5,6,4,3,3,5,3,3,3,2,4,3,3,3,3,6,5,6,7,3,3,3,4,5,5,5,6,3,5,3,3,7,3,3,3,5,4,4,5,5,3,4,3,5,6,5,3,3,5,3,3,3,6,5,3,3,3,5,3,3,2,3,4,3,4,5,5,6,4,5,3,5,3,3,5,4,2,3,3,6,6,6,2,2,2,2,2,3,4,4,1,1,4,3,2,4,1,2,6,2,4,6,6,6,6,1,7,4,4,2,2,3,3,5,4,2,2,4,4,3,4,1,4,6,1,3,3,5,1,3,1,2,1,2,6,1,3,3,4,5,3,5,5,6,3,2,4,4,3,6,2,5,5,5,2,3,5,6,3,4,2,2,2,4,3,2,6,4,6,4,5,6,3,3,3,3,4,4,3,3,6,3,3,5,3,3,6,3,5,2,4,6,4,6,4,4,3,2,3,3,4,3,5,3,4,3,5,3,3,5,5,6,5,3,3,4,6,3,3,4,3,4,3,4,3,5,6,4,3,5,4,5,4,5,5,6,3,3,3,3,5,5,3,3,3,3,3,3,6,4,4,5,4,5,5,4,3,3,3,3,3,5,4,5,5,6,3,3,3,5,4,6,2,1,6,7,2,6,6,6,6,2,6,6,7,7,7,2,2,1,5,6,2,4,2,2,1,4,7,7,1,7,2,4,6,5,2,6,5,2,6,2,2,2,5,2,7,7,2,2,5,1,2,6,6,6,2,6,2,4,1,4,2,2,3,7
