Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.3872197208, 0.506371024727, 111
boring, 0.559929031661, 0.717079185474, 313
calm, 0.418754878529, 0.617821853935, 207
cold, 0.720356054217, 0.813308730939, 202
common, 0.339401271666, 0.497465922574, 111
confident, 0.585050282707, 0.645150307904, 116
egotistic, 0.56169014267, 0.682659489648, 162
emotUnstable, 0.545065817196, 0.709103996904, 197
forgettable, 0.426622518768, 0.638450709364, 263
intelligent, 0.559897298204, 0.670563679138, 167
introverted, 0.58954839394, 0.70657109979, 142
kind, 0.710891358262, 0.803496330853, 197
responsible, 0.596748733029, 0.744908345412, 177
trustworthy, 0.653641867898, 0.771450606223, 197
unattractive, 0.64117863663, 0.719730765558, 116
unemotional, 0.662765780915, 0.785174399242, 177
unfamiliar, 0.336566269308, 0.493453263053, 61
unfriendly, 0.699962383868, 0.813198649878, 197
unhappy, 0.720876852246, 0.818104939486, 197
weird, 0.514136630952, 0.67941049483, 227
aggressive, 0.631090230254, 0.761545116175, 197
attractive, 0.710396926762, 0.819744357269, 263
caring, 0.681554301205, 0.852454889523, 368
emotStable, 0.59395703526, 0.746316376292, 258
emotional, 0.604423279482, 0.666217256025, 116
familiar, 0.361491649815, 0.542644875, 137
friendly, 0.734841276344, 0.86467536565, 368
happy, 0.781439020412, 0.854421879174, 202
humble, 0.580544152074, 0.68792036968, 167
interesting, 0.568461824807, 0.636169578334, 76
irresponsible, 0.560523801599, 0.723427837723, 187
mean, 0.657297745786, 0.773069691251, 197
memorable, 0.43778720289, 0.576213936972, 106
normal, 0.524580666996, 0.664553601463, 167
sociable, 0.706757923689, 0.796299912106, 137
typical, 0.351329285022, 0.613228078148, 247
uncertain, 0.564515592003, 0.680830598714, 152
uncommon, 0.310765288205, 0.525484138587, 182
unintelligent, 0.491905304409, 0.668213351167, 207
untrustworthy, 0.606182356033, 0.766638399936, 207
