Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.416663428125, 0.416780379373, 46
boring, 0.586678045507, 0.623715281461, 81
calm, 0.478388094859, 0.60774503576, 187
cold, 0.755687756978, 0.804200556754, 147
common, 0.424006510777, 0.458479918684, 101
confident, 0.517653980344, 0.591299266631, 46
egotistic, 0.571554266283, 0.676554880272, 137
emotUnstable, 0.603464906578, 0.690415416278, 147
forgettable, 0.467676706272, 0.510219883225, 51
intelligent, 0.595124473963, 0.60591409546, 81
introverted, 0.631298175116, 0.608216909944, 41
kind, 0.737780189202, 0.802743805972, 162
responsible, 0.674798674289, 0.66751123541, 81
trustworthy, 0.721969004786, 0.75927468838, 162
unattractive, 0.635511331921, 0.727692749168, 116
unemotional, 0.713979581518, 0.776057873191, 147
unfamiliar, 0.416835750298, 0.438846876443, 46
unfriendly, 0.763334774318, 0.793463067555, 147
unhappy, 0.768228618438, 0.807616020094, 147
weird, 0.453369523154, 0.472205420655, 21
aggressive, 0.680831611858, 0.759327897866, 162
attractive, 0.708699871207, 0.8114427905, 207
caring, 0.761694511437, 0.808685815669, 157
emotStable, 0.653698901266, 0.583818726087, 46
emotional, 0.59830393656, 0.644549481266, 81
familiar, 0.423653550794, 0.526604999879, 106
friendly, 0.786667107521, 0.830404951569, 162
happy, 0.799014495879, 0.847672601062, 157
humble, 0.577811224785, 0.688993485641, 152
interesting, 0.56818777663, 0.628640756723, 71
irresponsible, 0.645195238787, 0.600827826118, 46
mean, 0.698864255883, 0.779749489565, 162
memorable, 0.439022115576, 0.540960373934, 66
normal, 0.55706949971, 0.547482614646, 46
sociable, 0.736950661531, 0.811651851514, 162
typical, 0.382804733801, 0.420076586958, 46
uncertain, 0.621310220006, 0.635993364228, 81
uncommon, 0.359183615175, 0.460009632777, 91
unintelligent, 0.520349338647, 0.52582755814, 46
untrustworthy, 0.677197445767, 0.756976418173, 177
