Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.367588224503, 0.5026293127, 101
boring, 0.531232591253, 0.7766603697, 479
calm, 0.433150219174, 0.726380344861, 444
cold, 0.725239887142, 0.8067432626, 167
common, 0.385607041976, 0.525314837703, 167
confident, 0.526550119161, 0.589859343754, 46
egotistic, 0.494461218065, 0.660748092615, 106
emotUnstable, 0.554446004142, 0.72168791572, 177
forgettable, 0.414050639177, 0.533827180293, 61
intelligent, 0.550327884199, 0.7793772839, 474
introverted, 0.57348156771, 0.704650641947, 127
kind, 0.711012077524, 0.802316840195, 167
responsible, 0.660589823984, 0.744420251328, 167
trustworthy, 0.678968411212, 0.762411653958, 167
unattractive, 0.648295835331, 0.767219455638, 177
unemotional, 0.698623365811, 0.808877391764, 328
unfamiliar, 0.354894660891, 0.458094711532, 41
unfriendly, 0.719523184397, 0.808378873938, 167
unhappy, 0.729746931205, 0.831059555111, 217
weird, 0.497974566619, 0.642641210739, 142
aggressive, 0.695881184708, 0.7640290286, 177
attractive, 0.714404161619, 0.812000647379, 222
caring, 0.763324607255, 0.811023815421, 167
emotStable, 0.62992625104, 0.72316901997, 177
emotional, 0.575107703035, 0.650454686278, 91
familiar, 0.43342328153, 0.517135182828, 116
friendly, 0.787368785621, 0.83720104608, 202
happy, 0.800209278215, 0.861072719658, 222
humble, 0.591494339798, 0.689191343993, 167
interesting, 0.553449151429, 0.6446443731, 86
irresponsible, 0.663694762576, 0.677636814777, 106
mean, 0.704642551907, 0.778592519004, 177
memorable, 0.462500910565, 0.559515486588, 86
normal, 0.570964738551, 0.594519612731, 61
sociable, 0.730672366384, 0.796103689754, 142
typical, 0.431105592031, 0.467131382136, 56
uncertain, 0.624555075237, 0.678280912745, 177
uncommon, 0.43082912464, 0.512176108684, 142
unintelligent, 0.55848682265, 0.582445237525, 61
untrustworthy, 0.671304414727, 0.757654883399, 177
