Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.36866386629, 0.486861385336, 81
boring, 0.589657685058, 0.632746370155, 91
calm, 0.443259693768, 0.638960470801, 258
cold, 0.751363787241, 0.811201501343, 177
common, 0.382434129412, 0.561077257912, 212
confident, 0.57186043792, 0.650529203779, 106
egotistic, 0.579273667017, 0.69867285068, 187
emotUnstable, 0.553124731844, 0.644982573209, 76
forgettable, 0.512376934768, 0.542593644262, 96
intelligent, 0.549296672016, 0.61077614292, 76
introverted, 0.641593701726, 0.691233857768, 106
kind, 0.738003001957, 0.772572449047, 116
responsible, 0.617161254775, 0.807686819058, 389
trustworthy, 0.679542754679, 0.768309039251, 187
unattractive, 0.702616186855, 0.744714050367, 142
unemotional, 0.715522610011, 0.764087780634, 111
unfamiliar, 0.391459427078, 0.469594326344, 51
unfriendly, 0.745751260472, 0.823794716181, 207
unhappy, 0.753716244088, 0.820884519482, 177
weird, 0.534528255864, 0.616659050828, 96
aggressive, 0.680666646447, 0.77291389069, 227
attractive, 0.746902346072, 0.782556931315, 167
caring, 0.759437192355, 0.811558963741, 177
emotStable, 0.600785291264, 0.659271107395, 86
emotional, 0.590652561, 0.653560504703, 71
familiar, 0.407378024664, 0.547535140869, 167
friendly, 0.774895243064, 0.818829175792, 137
happy, 0.801019412941, 0.879223609261, 318
humble, 0.60152927205, 0.678536730215, 147
interesting, 0.603608736036, 0.64510276325, 111
irresponsible, 0.61269948492, 0.730635019109, 192
mean, 0.703712051466, 0.785561421907, 207
memorable, 0.543987182164, 0.545480028996, 71
normal, 0.577313225587, 0.637164919348, 127
sociable, 0.74426963841, 0.78833897221, 127
typical, 0.386561542208, 0.51434259369, 101
uncertain, 0.600570461384, 0.644615328192, 91
uncommon, 0.365911856213, 0.464041179191, 81
unintelligent, 0.504835900458, 0.610944984522, 86
untrustworthy, 0.670953145474, 0.74877239019, 192
