Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.395843775521, 0.464810702501, 81
boring, 0.602002538524, 0.639129303305, 101
calm, 0.504511561611, 0.646103395636, 253
cold, 0.775789861998, 0.842710140536, 258
common, 0.29840309941, 0.593110770408, 202
confident, 0.549822295115, 0.634323447877, 96
egotistic, 0.601585818992, 0.728706851902, 258
emotUnstable, 0.617303871382, 0.665988692933, 106
forgettable, 0.511990554454, 0.568812059486, 101
intelligent, 0.619007537317, 0.715301931018, 293
introverted, 0.620998345668, 0.662966164086, 96
kind, 0.764603128629, 0.84042427712, 278
responsible, 0.693924372656, 0.77568990649, 278
trustworthy, 0.72768855422, 0.778080441317, 192
unattractive, 0.715377852613, 0.762813484376, 258
unemotional, 0.714481368524, 0.810685812879, 232
unfamiliar, 0.423679028064, 0.447234016624, 41
unfriendly, 0.763910168108, 0.839852213984, 258
unhappy, 0.795132352926, 0.853563033762, 278
weird, 0.534325683399, 0.585835034174, 106
aggressive, 0.732837648656, 0.804776668842, 303
attractive, 0.762633554052, 0.805650129872, 242
caring, 0.800005180447, 0.865096288633, 353
emotStable, 0.652241787617, 0.795546453461, 373
emotional, 0.604323432756, 0.594607432533, 16
familiar, 0.458286730517, 0.473541566377, 36
friendly, 0.811680101664, 0.870381398917, 318
happy, 0.813799916037, 0.901901219309, 379
humble, 0.635571095378, 0.823685740102, 500
interesting, 0.581933438634, 0.622473084284, 61
irresponsible, 0.68079875508, 0.768313156972, 253
mean, 0.732404270305, 0.819707247278, 308
memorable, 0.478366960115, 0.549629035795, 71
normal, 0.619600500675, 0.721272282184, 268
sociable, 0.762873850384, 0.841669793235, 278
typical, 0.401985314761, 0.567793865047, 182
uncertain, 0.570427226933, 0.673627695182, 132
uncommon, 0.347057283944, 0.663467984589, 404
unintelligent, 0.605506575091, 0.701601929836, 253
untrustworthy, 0.716258436339, 0.795457810507, 283
