Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.4124675612, 0.494613404939, 106
boring, 0.569482290384, 0.671313136761, 172
calm, 0.491190924173, 0.612989453169, 197
cold, 0.761018539259, 0.830972221401, 227
common, 0.350963401769, 0.585012780934, 247
confident, 0.582868771277, 0.575110287808, 36
egotistic, 0.598907642924, 0.684126488621, 157
emotUnstable, 0.643947265446, 0.698909408739, 157
forgettable, 0.455526938278, 0.661007854964, 313
intelligent, 0.586579228045, 0.598524983164, 56
introverted, 0.611169800438, 0.695544977753, 132
kind, 0.746447535257, 0.806538919213, 157
responsible, 0.718321078663, 0.740372915075, 157
trustworthy, 0.709422304486, 0.789725458216, 242
unattractive, 0.635314864869, 0.756472696979, 177
unemotional, 0.734750194009, 0.784077649445, 177
unfamiliar, 0.403301717471, 0.450352360125, 41
unfriendly, 0.752761836178, 0.811302895277, 187
unhappy, 0.77473300648, 0.825873927114, 192
weird, 0.5176838739, 0.650984158488, 197
aggressive, 0.706557369315, 0.814365489313, 338
attractive, 0.718743569881, 0.824077867542, 318
caring, 0.777519348785, 0.844504081161, 258
emotStable, 0.67100614128, 0.663570795555, 91
emotional, 0.592127462322, 0.653043862097, 86
familiar, 0.42523087954, 0.514144290701, 81
friendly, 0.803292796495, 0.904816005981, 500
happy, 0.797216681667, 0.858243364676, 192
humble, 0.59792730498, 0.81211548301, 489
interesting, 0.584361478675, 0.671351285865, 157
irresponsible, 0.686547360802, 0.719548216832, 137
mean, 0.722297463942, 0.801921752435, 258
memorable, 0.455173656789, 0.598475283217, 152
normal, 0.577577640672, 0.622946167417, 91
sociable, 0.751354514208, 0.811157576865, 162
typical, 0.405324640326, 0.507326653461, 101
uncertain, 0.581499403424, 0.616988949659, 36
uncommon, 0.360306421624, 0.535701428027, 167
unintelligent, 0.569425013775, 0.575455836395, 61
untrustworthy, 0.699187820257, 0.720364112812, 91
