Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.367524156616, 0.437985050031, 41
boring, 0.553818374927, 0.730764699135, 288
calm, 0.424583427902, 0.608287974106, 192
cold, 0.707613226063, 0.851719751727, 258
common, 0.328040818659, 0.521754202011, 106
confident, 0.583102764986, 0.724853991312, 268
egotistic, 0.583292455059, 0.73163066618, 253
emotUnstable, 0.533109433405, 0.755861868374, 283
forgettable, 0.502502285822, 0.57655726619, 116
intelligent, 0.557834165789, 0.728495221118, 283
introverted, 0.582742186328, 0.663139011268, 66
kind, 0.728586641598, 0.860523480852, 343
responsible, 0.611678902974, 0.796402573568, 278
trustworthy, 0.639876365888, 0.802730455991, 242
unattractive, 0.656408842168, 0.747435667283, 147
unemotional, 0.697351252063, 0.827755453844, 303
unfamiliar, 0.428544932232, 0.459278881663, 46
unfriendly, 0.715197798994, 0.863746551181, 343
unhappy, 0.743903635118, 0.858130040088, 253
weird, 0.459404344255, 0.703740251046, 283
aggressive, 0.606178576463, 0.809817351482, 253
attractive, 0.727362631053, 0.79909789212, 192
caring, 0.715588055287, 0.838143891934, 192
emotStable, 0.563872950161, 0.757320513992, 232
emotional, 0.574640273827, 0.649993403816, 81
familiar, 0.392904485522, 0.499616195797, 41
friendly, 0.749697809362, 0.886105009203, 338
happy, 0.765000045975, 0.867289522694, 192
humble, 0.537459368038, 0.738946148709, 212
interesting, 0.522772461159, 0.604208025326, 41
irresponsible, 0.572514553574, 0.758947474804, 212
mean, 0.654053910769, 0.80727698478, 232
memorable, 0.420036009392, 0.468905481226, 21
normal, 0.453756669721, 0.607720508944, 41
sociable, 0.688392791672, 0.769734486677, 51
typical, 0.339650955211, 0.43720534404, 31
uncertain, 0.563511621615, 0.656133828796, 106
uncommon, 0.290851561081, 0.37790828669, 21
unintelligent, 0.504175413706, 0.714003072434, 263
untrustworthy, 0.604316385149, 0.785870296039, 232
