Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.38942386157, 0.530457538046, 132
boring, 0.597207485246, 0.622363521019, 76
calm, 0.429142671778, 0.640450107603, 227
cold, 0.755563407652, 0.826297898472, 172
common, 0.295181154023, 0.403773234893, 31
confident, 0.569616845711, 0.67274651194, 127
egotistic, 0.63762874391, 0.723759484532, 263
emotUnstable, 0.563281494367, 0.653239559964, 61
forgettable, 0.499335375517, 0.691586167268, 394
intelligent, 0.545222865264, 0.68239982854, 137
introverted, 0.60177210836, 0.729096170647, 172
kind, 0.736768765859, 0.830611897662, 177
responsible, 0.641141023053, 0.73544331721, 127
trustworthy, 0.665122465829, 0.733000481489, 71
unattractive, 0.671351109268, 0.755927251734, 172
unemotional, 0.741746802991, 0.787898678818, 172
unfamiliar, 0.427222711081, 0.483846555133, 76
unfriendly, 0.738223064258, 0.825947943767, 172
unhappy, 0.752450363366, 0.838260128153, 172
weird, 0.539940665506, 0.624078635519, 127
aggressive, 0.647072106211, 0.724972547518, 76
attractive, 0.749240223026, 0.816088344926, 253
caring, 0.742898182023, 0.832164026543, 172
emotStable, 0.602389769162, 0.722967595148, 167
emotional, 0.570503191588, 0.644686096599, 51
familiar, 0.420211866333, 0.456577908249, 21
friendly, 0.776557637337, 0.849435173491, 172
happy, 0.797495884961, 0.86649515363, 177
humble, 0.581716747001, 0.821520986456, 500
interesting, 0.549320648409, 0.632138493962, 61
irresponsible, 0.642371820136, 0.72515525882, 137
mean, 0.699729728953, 0.801823891724, 217
memorable, 0.46417358664, 0.555286023082, 76
normal, 0.54680982156, 0.699784247125, 167
sociable, 0.740979429885, 0.824640910899, 177
typical, 0.391737358365, 0.563192675843, 152
uncertain, 0.567036557031, 0.641499930432, 71
uncommon, 0.352738825014, 0.510996864918, 127
unintelligent, 0.502379213225, 0.598434812492, 61
untrustworthy, 0.661359487504, 0.745973370598, 137
