Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.410325068676, 0.417436388561, 36
boring, 0.593554537705, 0.720702627849, 293
calm, 0.439372390844, 0.506372335246, 61
cold, 0.785542166894, 0.850784758912, 303
common, 0.309270883131, 0.648014766314, 323
confident, 0.601232991336, 0.711968657555, 247
egotistic, 0.565354177625, 0.797636520497, 434
emotUnstable, 0.580793539306, 0.661844867119, 101
forgettable, 0.475246756349, 0.589672173783, 127
intelligent, 0.579263735595, 0.673882065925, 207
introverted, 0.658204872688, 0.720844414865, 202
kind, 0.776171431953, 0.881718718498, 474
responsible, 0.674686247864, 0.771910895297, 278
trustworthy, 0.693454220957, 0.846059404198, 449
unattractive, 0.673275176671, 0.800982267789, 389
unemotional, 0.73986473086, 0.815615912973, 278
unfamiliar, 0.417136174262, 0.446987968876, 61
unfriendly, 0.774662358007, 0.840108184725, 273
unhappy, 0.796844745561, 0.854463998172, 293
weird, 0.547367840005, 0.585086668419, 116
aggressive, 0.710036044783, 0.743845032488, 137
attractive, 0.73306337592, 0.81323381431, 232
caring, 0.761883484894, 0.895222457998, 500
emotStable, 0.645091364281, 0.748385508774, 278
emotional, 0.585437429088, 0.675462374742, 137
familiar, 0.41883694134, 0.477500833597, 41
friendly, 0.817073772631, 0.896612421652, 474
happy, 0.831778679492, 0.906215230078, 424
humble, 0.597418324714, 0.822803407911, 500
interesting, 0.596363791743, 0.656850725493, 121
irresponsible, 0.664891842493, 0.738601083294, 187
mean, 0.740487893391, 0.787700531471, 217
memorable, 0.493938857492, 0.605722699996, 132
normal, 0.584946769117, 0.684270366264, 197
sociable, 0.787638289401, 0.838928434925, 278
typical, 0.398177970577, 0.399282620541, 31
uncertain, 0.601112506816, 0.693685606534, 202
uncommon, 0.423550253804, 0.473726172126, 116
unintelligent, 0.580267485897, 0.664411314328, 202
untrustworthy, 0.693447274127, 0.752549575491, 187
