Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.354746395526, 0.514945693493, 101
boring, 0.590698687009, 0.702044273805, 247
calm, 0.460596993136, 0.612457224196, 187
cold, 0.750701007661, 0.878005967321, 434
common, 0.349536369699, 0.335670135834, 16
confident, 0.626229096372, 0.706630821056, 247
egotistic, 0.585334887239, 0.765019061739, 363
emotUnstable, 0.597298341319, 0.710884761923, 187
forgettable, 0.468948580819, 0.562388110891, 101
intelligent, 0.562603784421, 0.682322745562, 172
introverted, 0.640236028161, 0.742671569841, 247
kind, 0.775612886575, 0.885343326526, 489
responsible, 0.660352119418, 0.821654529067, 469
trustworthy, 0.690238923557, 0.847327379322, 479
unattractive, 0.712051243019, 0.750817630891, 217
unemotional, 0.732430341768, 0.821330256875, 263
unfamiliar, 0.327737355562, 0.533987660615, 111
unfriendly, 0.754256810706, 0.882165688049, 479
unhappy, 0.77390883071, 0.86436944151, 303
weird, 0.524276209944, 0.656272412108, 207
aggressive, 0.670480035193, 0.784697235951, 187
attractive, 0.763040297888, 0.83883042108, 389
caring, 0.770104596729, 0.874221305596, 414
emotStable, 0.630413267968, 0.729807477816, 177
emotional, 0.602066043563, 0.649243095549, 81
familiar, 0.463838236672, 0.491549279649, 61
friendly, 0.800070654001, 0.903432495372, 494
happy, 0.810214500028, 0.907725164284, 439
humble, 0.600294591503, 0.822547575114, 494
interesting, 0.563036725232, 0.65096443798, 81
irresponsible, 0.674405918085, 0.745195081582, 197
mean, 0.678649002795, 0.734952627872, 61
memorable, 0.421652731423, 0.577590749531, 81
normal, 0.578931083218, 0.70800879676, 212
sociable, 0.75823423999, 0.846207234373, 283
typical, 0.399102635282, 0.462443940834, 61
uncertain, 0.58475124528, 0.691151010502, 177
uncommon, 0.368885044288, 0.514686357943, 127
unintelligent, 0.522843763617, 0.677774338099, 187
untrustworthy, 0.663449677061, 0.778922202335, 222
