Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.355342233037, 0.48155972151, 101
boring, 0.527628988523, 0.660062941548, 162
calm, 0.391787581862, 0.622800167822, 192
cold, 0.724244028016, 0.817124348753, 192
common, 0.350930229149, 0.486350138181, 101
confident, 0.539080944855, 0.686450175947, 192
egotistic, 0.572999412048, 0.686933737584, 167
emotUnstable, 0.536252121775, 0.658658181226, 101
forgettable, 0.423379481441, 0.523301426095, 61
intelligent, 0.513929020152, 0.71623792855, 263
introverted, 0.567011209059, 0.653069087192, 66
kind, 0.703431221617, 0.813509686171, 192
responsible, 0.619855289435, 0.730976642716, 137
trustworthy, 0.644609835941, 0.756764491276, 132
unattractive, 0.623003479158, 0.761037287573, 172
unemotional, 0.674785996793, 0.781412838899, 167
unfamiliar, 0.352233172167, 0.517886476808, 116
unfriendly, 0.707309619527, 0.822203841256, 192
unhappy, 0.729486792862, 0.845296466158, 288
weird, 0.499974626133, 0.737449481912, 389
aggressive, 0.619723515004, 0.790564999507, 283
attractive, 0.679961924896, 0.793403799568, 167
caring, 0.712262682141, 0.834724960747, 278
emotStable, 0.578300976614, 0.712591444311, 162
emotional, 0.618378386488, 0.635965907055, 61
familiar, 0.332703983288, 0.597689150084, 283
friendly, 0.753368416796, 0.854847493154, 298
happy, 0.776888316983, 0.870034059016, 288
humble, 0.580777863953, 0.662601415972, 132
interesting, 0.505464742575, 0.67958612897, 187
irresponsible, 0.591585808584, 0.760300383952, 268
mean, 0.665283170446, 0.797348225088, 268
memorable, 0.433701948379, 0.61356769185, 187
normal, 0.53696035155, 0.740211023832, 358
sociable, 0.698395268821, 0.837459832682, 288
typical, 0.398174112366, 0.473474223318, 66
uncertain, 0.593854627566, 0.641387251489, 91
uncommon, 0.38910737372, 0.599746716601, 313
unintelligent, 0.512141701503, 0.737365146295, 373
untrustworthy, 0.656406664394, 0.782290812861, 308
