Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.344785273007, 0.536073042944, 132
boring, 0.558617985125, 0.616892744161, 86
calm, 0.445085635606, 0.514510546427, 81
cold, 0.728463809934, 0.820767312269, 253
common, 0.397315054104, 0.491363185385, 116
confident, 0.533031859634, 0.700216889322, 237
egotistic, 0.548906490867, 0.698786604517, 177
emotUnstable, 0.542720338842, 0.727863719142, 258
forgettable, 0.452962594502, 0.537171753128, 71
intelligent, 0.538081177406, 0.661290496437, 162
introverted, 0.572124325516, 0.741279287829, 232
kind, 0.721749733903, 0.816046548573, 232
responsible, 0.617408865652, 0.785126812734, 343
trustworthy, 0.66561270081, 0.763419567896, 172
unattractive, 0.667018436094, 0.744989593877, 172
unemotional, 0.693073659654, 0.788467221208, 172
unfamiliar, 0.367630836104, 0.507193501773, 71
unfriendly, 0.736163495776, 0.825019364272, 258
unhappy, 0.74244088776, 0.836692710236, 258
weird, 0.513538621958, 0.643274568677, 157
aggressive, 0.63317590582, 0.774505163284, 202
attractive, 0.739646160122, 0.819999367896, 303
caring, 0.714069572359, 0.834392680047, 258
emotStable, 0.607352946366, 0.716014257473, 172
emotional, 0.604149093115, 0.632049328388, 71
familiar, 0.384335633324, 0.544482140008, 147
friendly, 0.76159601857, 0.850105533824, 258
happy, 0.797697277256, 0.86716774923, 263
humble, 0.568086060901, 0.68654111364, 172
interesting, 0.57803478348, 0.639500526754, 91
irresponsible, 0.594085003849, 0.668658278966, 81
mean, 0.642065900925, 0.826541992174, 394
memorable, 0.390883004022, 0.569865934349, 71
normal, 0.514794304065, 0.672594143141, 172
sociable, 0.740713940466, 0.832515530172, 263
typical, 0.318262192604, 0.645072477092, 308
uncertain, 0.571344182413, 0.648414927036, 81
uncommon, 0.288742076233, 0.489764884212, 96
unintelligent, 0.476933784978, 0.757265732763, 459
untrustworthy, 0.593472638202, 0.802453549465, 358
