Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.338302130982, 0.458422493186, 41
boring, 0.572553063585, 0.75343720726, 384
calm, 0.475814772733, 0.698843478434, 394
cold, 0.77420850068, 0.849569776788, 298
common, 0.343096910785, 0.366054395346, 21
confident, 0.610857396302, 0.712295725079, 232
egotistic, 0.580210419677, 0.64244883367, 111
emotUnstable, 0.623751958278, 0.742089788908, 298
forgettable, 0.468576432824, 0.605453409558, 167
intelligent, 0.591702335791, 0.713947780914, 253
introverted, 0.632767268556, 0.755775610682, 298
kind, 0.764408273376, 0.843868771142, 303
responsible, 0.689844131395, 0.784026846676, 303
trustworthy, 0.702915351277, 0.74676816081, 147
unattractive, 0.682475359514, 0.78589788169, 323
unemotional, 0.713468251632, 0.831250511297, 373
unfamiliar, 0.415467813091, 0.453366810558, 41
unfriendly, 0.764970730979, 0.843463270551, 293
unhappy, 0.765576316921, 0.85806856475, 293
weird, 0.553221946029, 0.542938502083, 46
aggressive, 0.694774206921, 0.71489948475, 66
attractive, 0.768443179863, 0.836533375599, 389
caring, 0.789545924483, 0.857062255471, 333
emotStable, 0.627039151991, 0.659688197026, 71
emotional, 0.598912214851, 0.627017308973, 51
familiar, 0.437889764088, 0.480334493793, 41
friendly, 0.797916888962, 0.873339888569, 308
happy, 0.828656903457, 0.881059523359, 298
humble, 0.61356224796, 0.652375106732, 127
interesting, 0.577579757328, 0.612610919898, 51
irresponsible, 0.683225611595, 0.794966056058, 384
mean, 0.739868330675, 0.795584149357, 222
memorable, 0.498040190886, 0.586707532688, 127
normal, 0.640284517999, 0.697896758168, 232
sociable, 0.772120159468, 0.865495823664, 409
typical, 0.407974855966, 0.599359319744, 237
uncertain, 0.596507946321, 0.626523736019, 66
uncommon, 0.416271660636, 0.471721476832, 121
unintelligent, 0.546341419522, 0.592698637859, 71
untrustworthy, 0.712993815128, 0.830731786086, 444
