Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.349503899684, 0.534207553801, 137
boring, 0.542894861198, 0.640576294487, 111
calm, 0.412570329305, 0.596858890167, 137
cold, 0.745053346043, 0.800484174748, 157
common, 0.29898797539, 0.483149904017, 96
confident, 0.55672385998, 0.742626715359, 348
egotistic, 0.542839995888, 0.719954217662, 247
emotUnstable, 0.512677877964, 0.772504527525, 384
forgettable, 0.424144108838, 0.531058140202, 56
intelligent, 0.54996864444, 0.688871228954, 212
introverted, 0.624873553867, 0.704582990349, 152
kind, 0.726304462102, 0.782003228412, 111
responsible, 0.624718288511, 0.812371202153, 384
trustworthy, 0.675042272708, 0.749539407077, 127
unattractive, 0.641289975955, 0.810407977987, 373
unemotional, 0.712341887591, 0.78373894266, 177
unfamiliar, 0.37053413391, 0.475758817093, 56
unfriendly, 0.731441737116, 0.812271192447, 197
unhappy, 0.736944809551, 0.862206403196, 373
weird, 0.519311632883, 0.673248453789, 197
aggressive, 0.669882708878, 0.790715524695, 283
attractive, 0.720868446376, 0.788783994424, 152
caring, 0.745356479134, 0.818955579223, 202
emotStable, 0.58422028396, 0.761893882537, 283
emotional, 0.597298029061, 0.661612555456, 86
familiar, 0.414352527216, 0.528634537758, 147
friendly, 0.767380748697, 0.851284403987, 283
happy, 0.786111578973, 0.852821035161, 177
humble, 0.562115455242, 0.719768068762, 242
interesting, 0.580431818092, 0.659698749688, 137
irresponsible, 0.580360805579, 0.776580470828, 323
mean, 0.695645675554, 0.777980229427, 202
memorable, 0.482705283145, 0.554003809446, 81
normal, 0.525626549275, 0.74136181359, 328
sociable, 0.720407042757, 0.823519189675, 227
typical, 0.370632062349, 0.540636838264, 127
uncertain, 0.573998409347, 0.704742667683, 217
uncommon, 0.386466281556, 0.44833045899, 71
unintelligent, 0.51352387987, 0.674444573213, 237
untrustworthy, 0.657432591206, 0.778883299398, 283
