Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.331916677126, 0.457494843221, 36
boring, 0.571805751537, 0.66785148492, 152
calm, 0.371815170555, 0.52368753869, 56
cold, 0.73707908218, 0.872149828647, 379
common, 0.318888830692, 0.463124687642, 76
confident, 0.567211760584, 0.691034571785, 182
egotistic, 0.566689731272, 0.766593749783, 363
emotUnstable, 0.52809197882, 0.644270958975, 56
forgettable, 0.415554273182, 0.503402263348, 46
intelligent, 0.539121212096, 0.612179753228, 56
introverted, 0.602750833057, 0.678944413106, 96
kind, 0.728789071907, 0.868430645013, 363
responsible, 0.633239302462, 0.75158288199, 172
trustworthy, 0.659755436954, 0.722478239159, 76
unattractive, 0.634040081162, 0.72055179778, 96
unemotional, 0.693779580967, 0.752503696258, 81
unfamiliar, 0.363661175667, 0.479521463535, 46
unfriendly, 0.721744745662, 0.86987804358, 363
unhappy, 0.744879287689, 0.877743238103, 379
weird, 0.464800696297, 0.617697026011, 111
aggressive, 0.698906858125, 0.826137645333, 384
attractive, 0.709972708946, 0.823501804642, 258
caring, 0.747984564094, 0.872380384235, 384
emotStable, 0.643882657599, 0.764669772711, 288
emotional, 0.614136251116, 0.649765665823, 121
familiar, 0.380991665896, 0.548157690956, 96
friendly, 0.779073519802, 0.892355576613, 384
happy, 0.813580628165, 0.904867615107, 384
humble, 0.591215988899, 0.781623241718, 384
interesting, 0.523437476587, 0.713092792877, 217
irresponsible, 0.672084014035, 0.769325007789, 298
mean, 0.726970816869, 0.82741906704, 348
memorable, 0.452241000397, 0.599668452683, 137
normal, 0.539811242528, 0.738187401581, 298
sociable, 0.741223601534, 0.887585132069, 494
typical, 0.392124651127, 0.524288963064, 127
uncertain, 0.590720844307, 0.705905126816, 237
uncommon, 0.406140094545, 0.497165017483, 116
unintelligent, 0.566648712699, 0.717008937308, 298
untrustworthy, 0.686628909966, 0.790897214245, 298
