Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.298259047363, 0.699432149519, 474
boring, 0.550119457012, 0.736746517819, 293
calm, 0.447165773862, 0.628786611609, 167
cold, 0.745540886202, 0.875123246176, 373
common, 0.325073551488, 0.398420453912, 31
confident, 0.545037136938, 0.71791410287, 227
egotistic, 0.560829563881, 0.750687191159, 273
emotUnstable, 0.557021506657, 0.696708999796, 121
forgettable, 0.413795125363, 0.580710714865, 116
intelligent, 0.550859386762, 0.764513485756, 373
introverted, 0.613347580938, 0.746074320675, 247
kind, 0.741956231975, 0.89228718442, 464
responsible, 0.620777115446, 0.799300087084, 308
trustworthy, 0.674568007003, 0.776468262497, 147
unattractive, 0.609088782209, 0.743097339755, 116
unemotional, 0.719954154994, 0.821803986145, 253
unfamiliar, 0.350169159162, 0.478284012674, 46
unfriendly, 0.745933343927, 0.871722845632, 373
unhappy, 0.748722480361, 0.879120590675, 373
weird, 0.475994691212, 0.723515131206, 323
aggressive, 0.627801634629, 0.762776833564, 101
attractive, 0.674620949877, 0.849055710785, 373
caring, 0.752647805215, 0.82878493569, 167
emotStable, 0.589187697952, 0.778608005328, 308
emotional, 0.640079254009, 0.758189433455, 389
familiar, 0.396830845856, 0.520752078535, 76
friendly, 0.793470529053, 0.889352638566, 373
happy, 0.807469511881, 0.898539419499, 338
humble, 0.584001716711, 0.815397083574, 444
interesting, 0.560686717614, 0.689662553736, 167
irresponsible, 0.58032133738, 0.685839533785, 56
mean, 0.640466637689, 0.773426161793, 101
memorable, 0.43527481136, 0.619199261635, 132
normal, 0.512199986457, 0.760815457429, 333
sociable, 0.738356861909, 0.790475874932, 101
typical, 0.357962197469, 0.543224482035, 132
uncertain, 0.565817117073, 0.645590927847, 81
uncommon, 0.281453440019, 0.419131205165, 31
unintelligent, 0.512695151691, 0.72610876921, 268
untrustworthy, 0.609977753263, 0.748716392929, 96
