Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.297176432409, 0.452456494813, 46
boring, 0.573293594578, 0.682636806556, 222
calm, 0.403849167445, 0.492229403509, 61
cold, 0.736999495769, 0.809323114773, 162
common, 0.271117984934, 0.540607682258, 142
confident, 0.56309192794, 0.70485414997, 227
egotistic, 0.558145381902, 0.688451522499, 167
emotUnstable, 0.558071883993, 0.715691277239, 207
forgettable, 0.465281178328, 0.506076289013, 46
intelligent, 0.569852289131, 0.619188137868, 101
introverted, 0.616850263855, 0.701310912436, 127
kind, 0.744502151442, 0.809899021736, 207
responsible, 0.648328848641, 0.728537407458, 152
trustworthy, 0.706582247957, 0.774158155757, 207
unattractive, 0.665220091694, 0.763417173256, 207
unemotional, 0.708480161121, 0.735597963292, 66
unfamiliar, 0.442642980966, 0.45272611527, 56
unfriendly, 0.742377542195, 0.846927605804, 358
unhappy, 0.741859224552, 0.813665298084, 147
weird, 0.520134084487, 0.680103809773, 207
aggressive, 0.716123323529, 0.766491261053, 237
attractive, 0.729288768366, 0.818923493448, 253
caring, 0.74907051706, 0.800098353094, 147
emotStable, 0.619848438238, 0.717812846813, 147
emotional, 0.630134791048, 0.63795521506, 71
familiar, 0.418842582038, 0.440232129648, 41
friendly, 0.778069640438, 0.840593857208, 222
happy, 0.793248326029, 0.848341504023, 162
humble, 0.584593722487, 0.684252447387, 152
interesting, 0.620793336996, 0.623912060861, 81
irresponsible, 0.637271325515, 0.715614739731, 147
mean, 0.699714626202, 0.762950898641, 147
memorable, 0.494621108075, 0.606376019144, 177
normal, 0.477293695528, 0.585138637015, 46
sociable, 0.730183899402, 0.804306453897, 147
typical, 0.309112784329, 0.522646846214, 106
uncertain, 0.596554177665, 0.685259443289, 162
uncommon, 0.274803933253, 0.510724847099, 101
unintelligent, 0.538939985404, 0.618553614356, 96
untrustworthy, 0.677679067172, 0.741104197977, 152
