Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.374646535148, 0.536452360074, 137
boring, 0.517676529594, 0.632785665563, 81
calm, 0.36226860071, 0.613172323352, 167
cold, 0.706760323502, 0.809107653852, 167
common, 0.329254353054, 0.507305401603, 111
confident, 0.488049866047, 0.713506786328, 197
egotistic, 0.577739061367, 0.683836369433, 162
emotUnstable, 0.522507181057, 0.706322710963, 167
forgettable, 0.411896783733, 0.544368681282, 81
intelligent, 0.54258776592, 0.670049186052, 167
introverted, 0.564544239454, 0.728488529289, 182
kind, 0.679409083801, 0.809670682995, 167
responsible, 0.60605835662, 0.748440614875, 172
trustworthy, 0.63868251202, 0.768672974325, 167
unattractive, 0.64855043222, 0.812612583773, 409
unemotional, 0.681449294712, 0.769566723399, 142
unfamiliar, 0.320576219287, 0.470407825264, 41
unfriendly, 0.702373963227, 0.806252175359, 167
unhappy, 0.720910338489, 0.811042911312, 142
weird, 0.432679522062, 0.598270396765, 71
aggressive, 0.650696086775, 0.75810398929, 177
attractive, 0.716046167562, 0.802029237741, 197
caring, 0.718358809269, 0.816364642396, 177
emotStable, 0.589754478585, 0.723692014254, 167
emotional, 0.588999338202, 0.652778552327, 61
familiar, 0.339532097907, 0.466934609372, 41
friendly, 0.768085790553, 0.834209523152, 177
happy, 0.78769819128, 0.849696536421, 162
humble, 0.576181197729, 0.68383590371, 177
interesting, 0.531149742136, 0.620233231411, 61
irresponsible, 0.605133050874, 0.745521553561, 202
mean, 0.674874731697, 0.777137741514, 172
memorable, 0.436520416352, 0.630867455631, 237
normal, 0.459492948523, 0.606803469513, 61
sociable, 0.730398168047, 0.806957897088, 172
typical, 0.342108079736, 0.45372320618, 41
uncertain, 0.539702194184, 0.711880937377, 227
uncommon, 0.271365791245, 0.545126636022, 157
unintelligent, 0.487427198021, 0.593797899883, 61
untrustworthy, 0.622157811132, 0.76161495547, 177
