Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.418820609972, 0.388387108437, 21
boring, 0.54614936727, 0.602029787523, 51
calm, 0.485873146448, 0.507909517153, 51
cold, 0.777852139115, 0.834873249057, 253
common, 0.367539596041, 0.558662717453, 187
confident, 0.497278850809, 0.586161451621, 41
egotistic, 0.614151198393, 0.724800160518, 253
emotUnstable, 0.60045392059, 0.652601337454, 86
forgettable, 0.429160787448, 0.528863749969, 51
intelligent, 0.600382130408, 0.702709049173, 242
introverted, 0.613014155791, 0.622556370964, 41
kind, 0.777078959304, 0.837917627836, 253
responsible, 0.680118656617, 0.767971065264, 242
trustworthy, 0.714031690285, 0.72727962592, 81
unattractive, 0.701373845819, 0.771537677832, 263
unemotional, 0.739702269754, 0.804621434755, 258
unfamiliar, 0.42821825332, 0.496475891707, 91
unfriendly, 0.744668091916, 0.757769594722, 66
unhappy, 0.777143209791, 0.853639731174, 273
weird, 0.503695357704, 0.688751757343, 258
aggressive, 0.713419729008, 0.844781271136, 454
attractive, 0.740956262057, 0.817877118077, 263
caring, 0.777845072213, 0.843218909446, 222
emotStable, 0.619995214394, 0.752958897631, 242
emotional, 0.579314885509, 0.626872814471, 46
familiar, 0.414319406139, 0.494288504096, 51
friendly, 0.803864534678, 0.854770280316, 222
happy, 0.813652558046, 0.884426794222, 273
humble, 0.612184355396, 0.737690335899, 253
interesting, 0.582029081348, 0.622136544326, 66
irresponsible, 0.628380177559, 0.762953308682, 232
mean, 0.724698330083, 0.801087177339, 222
memorable, 0.49412750329, 0.612798380272, 187
normal, 0.595029394233, 0.703664045196, 207
sociable, 0.753928774468, 0.840687610343, 258
typical, 0.379287570859, 0.45396925419, 51
uncertain, 0.56457054294, 0.630802122361, 51
uncommon, 0.360474785581, 0.367920639829, 21
unintelligent, 0.53814414134, 0.743229022481, 368
untrustworthy, 0.694800358366, 0.783856829048, 258
