Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.36850933744, 0.519456872347, 127
boring, 0.541322508575, 0.659121122331, 142
calm, 0.427605779997, 0.550924662216, 111
cold, 0.749947716319, 0.801168801214, 167
common, 0.331384664337, 0.478932793075, 96
confident, 0.528693523394, 0.689256435954, 167
egotistic, 0.602293437517, 0.670739585789, 167
emotUnstable, 0.562313701335, 0.707010404536, 202
forgettable, 0.398440882653, 0.557780483673, 91
intelligent, 0.504849244314, 0.659389048481, 142
introverted, 0.580867854208, 0.693399064825, 132
kind, 0.730957375113, 0.787347783165, 142
responsible, 0.654809238048, 0.714199460599, 137
trustworthy, 0.688404885657, 0.746411183218, 142
unattractive, 0.625983576378, 0.757446190548, 182
unemotional, 0.723947325216, 0.768333310513, 162
unfamiliar, 0.374809993478, 0.543061468465, 137
unfriendly, 0.719155156051, 0.794395854993, 137
unhappy, 0.740551330989, 0.811048296157, 162
weird, 0.508274459407, 0.670086709927, 202
aggressive, 0.69484250847, 0.750094488288, 162
attractive, 0.697303002105, 0.861731141289, 444
caring, 0.72662557617, 0.800212535859, 142
emotStable, 0.584914841976, 0.715392922334, 142
emotional, 0.60793876413, 0.640302976031, 101
familiar, 0.45296114413, 0.487325244663, 76
friendly, 0.755920223279, 0.821666265069, 142
happy, 0.78035792245, 0.841760885083, 142
humble, 0.599303331223, 0.698371709581, 202
interesting, 0.578606349334, 0.656402389339, 142
irresponsible, 0.637977203241, 0.702705791992, 142
mean, 0.694422209322, 0.761808218795, 142
memorable, 0.512243764214, 0.526379196232, 56
normal, 0.53632015066, 0.66243637734, 137
sociable, 0.712966412089, 0.797092610172, 142
typical, 0.35801430054, 0.466068411957, 41
uncertain, 0.559616531693, 0.685826360527, 142
uncommon, 0.346382231833, 0.575853507746, 242
unintelligent, 0.521364981009, 0.646552395738, 137
untrustworthy, 0.681073069187, 0.732408808136, 142
