Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.339545985379, 0.498328210403, 101
boring, 0.588771791366, 0.653155005996, 142
calm, 0.323212480294, 0.724818962449, 409
cold, 0.7120677566, 0.87012404919, 434
common, 0.320791180745, 0.645858601955, 419
confident, 0.530873623668, 0.755843098466, 373
egotistic, 0.564064346555, 0.688293274752, 162
emotUnstable, 0.549919670763, 0.681236397385, 137
forgettable, 0.480327064813, 0.468343180455, 31
intelligent, 0.504256360255, 0.707546739655, 247
introverted, 0.647324842452, 0.653710199346, 81
kind, 0.718978989034, 0.814227884163, 197
responsible, 0.599526906925, 0.708224095674, 91
trustworthy, 0.615532419111, 0.734658636802, 96
unattractive, 0.636226916922, 0.71633703101, 91
unemotional, 0.712614267167, 0.747929956798, 81
unfamiliar, 0.38018969148, 0.478944328737, 61
unfriendly, 0.730516782426, 0.836838612802, 268
unhappy, 0.749231331677, 0.834107710084, 222
weird, 0.507655695189, 0.598304561892, 81
aggressive, 0.641297442, 0.747416017547, 127
attractive, 0.714866031031, 0.778406608349, 132
caring, 0.720105133429, 0.806158142736, 137
emotStable, 0.598066403934, 0.725993026172, 172
emotional, 0.580072555415, 0.6340452682, 56
familiar, 0.407105978426, 0.529539932627, 121
friendly, 0.759552720929, 0.851705750493, 232
happy, 0.789135729123, 0.870929245464, 242
humble, 0.555435969956, 0.693372799397, 147
interesting, 0.58650765252, 0.619915044379, 61
irresponsible, 0.536954245457, 0.664612290452, 51
mean, 0.651366878679, 0.741426160595, 81
memorable, 0.50168731827, 0.514048760901, 51
normal, 0.491763419886, 0.596768830073, 51
sociable, 0.735728584358, 0.826670449316, 242
typical, 0.32978292547, 0.610939949379, 273
uncertain, 0.591689462397, 0.72730499274, 263
uncommon, 0.358749660048, 0.509526756547, 132
unintelligent, 0.499640674533, 0.603434487735, 66
untrustworthy, 0.604678693767, 0.74591359067, 137
