Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.403817708121, 0.432418778416, 41
boring, 0.587096245499, 0.643326400866, 106
calm, 0.450455465294, 0.578133401626, 121
cold, 0.783051070455, 0.875005004023, 419
common, 0.394107773884, 0.50617365677, 132
confident, 0.586005305849, 0.659712771349, 132
egotistic, 0.526013567294, 0.761882544054, 348
emotUnstable, 0.623651171249, 0.684364108162, 137
forgettable, 0.477610707862, 0.613431884946, 192
intelligent, 0.618278849354, 0.584123487535, 51
introverted, 0.621402973117, 0.622095919636, 36
kind, 0.769968075029, 0.850317355063, 308
responsible, 0.700948085958, 0.764767071733, 227
trustworthy, 0.716041903553, 0.814033797513, 323
unattractive, 0.682481174755, 0.668840430232, 66
unemotional, 0.722080861695, 0.840852638219, 409
unfamiliar, 0.377407547419, 0.535581234256, 142
unfriendly, 0.766231908118, 0.872589388331, 409
unhappy, 0.774559212528, 0.898359404471, 500
weird, 0.521840395355, 0.535502536831, 36
aggressive, 0.71022723753, 0.820621018688, 358
attractive, 0.750205349255, 0.80712384166, 253
caring, 0.777641522176, 0.879996846355, 419
emotStable, 0.621531049549, 0.780852686536, 308
emotional, 0.618654448597, 0.658890608501, 121
familiar, 0.398668413033, 0.465468020383, 36
friendly, 0.797020563467, 0.896803790059, 419
happy, 0.819118704815, 0.917214332068, 469
humble, 0.616823625741, 0.672661903442, 121
interesting, 0.577185490324, 0.659268245205, 127
irresponsible, 0.649670621623, 0.717149807116, 121
mean, 0.700217947072, 0.865763923601, 484
memorable, 0.501829060827, 0.581421797284, 127
normal, 0.542001608455, 0.606360520326, 46
sociable, 0.737394757009, 0.878514736819, 419
typical, 0.388845983092, 0.522663471643, 116
uncertain, 0.573267789491, 0.583954807598, 31
uncommon, 0.346771031178, 0.544680818122, 187
unintelligent, 0.566535696664, 0.637730166267, 116
untrustworthy, 0.680126725118, 0.721355570904, 86
