Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.370363732948, 0.516976038462, 121
boring, 0.499744165493, 0.685644140668, 207
calm, 0.353524216846, 0.65847472865, 242
cold, 0.690341345174, 0.831170477665, 222
common, 0.319670127318, 0.367075552745, 36
confident, 0.520064215974, 0.696531798119, 202
egotistic, 0.544436013456, 0.683020738484, 142
emotUnstable, 0.515749014734, 0.721651578814, 202
forgettable, 0.458030264227, 0.553529444015, 91
intelligent, 0.545592992052, 0.601739662514, 61
introverted, 0.544763556411, 0.729361802593, 207
kind, 0.704686065524, 0.816511806714, 202
responsible, 0.606132239182, 0.766905996288, 227
trustworthy, 0.654240901271, 0.774165338879, 202
unattractive, 0.689458665022, 0.761879878527, 187
unemotional, 0.693549376938, 0.774635435614, 162
unfamiliar, 0.376871521306, 0.550089927815, 172
unfriendly, 0.712792128566, 0.77828825426, 111
unhappy, 0.716326794707, 0.833086651649, 207
weird, 0.496676445862, 0.638201812853, 121
aggressive, 0.619355850002, 0.713626228544, 91
attractive, 0.735524755992, 0.818735024804, 278
caring, 0.729295476973, 0.830106199642, 217
emotStable, 0.60692372718, 0.732660154076, 162
emotional, 0.576009466531, 0.673375900569, 116
familiar, 0.495061359199, 0.456464157509, 76
friendly, 0.751482373525, 0.857430790475, 263
happy, 0.780363025462, 0.863855703595, 217
humble, 0.544633647329, 0.68214000926, 132
interesting, 0.545287627665, 0.653884520266, 101
irresponsible, 0.633983182555, 0.708382385273, 142
mean, 0.68784852151, 0.761019854919, 132
memorable, 0.490489624561, 0.544003603872, 76
normal, 0.556729375334, 0.652665615608, 132
sociable, 0.73714387607, 0.806176210557, 162
typical, 0.349737422327, 0.494358216445, 81
uncertain, 0.542220697204, 0.719536058151, 227
uncommon, 0.360005141353, 0.523658353511, 147
unintelligent, 0.534167757678, 0.65306445157, 137
untrustworthy, 0.643593042342, 0.755906265643, 152
