Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.399304349832, 0.432080674588, 36
boring, 0.573278469805, 0.698407079083, 202
calm, 0.477624133453, 0.678810869176, 318
cold, 0.749803174043, 0.854789439864, 298
common, 0.30651115906, 0.607596171672, 283
confident, 0.522948840664, 0.727731768341, 237
egotistic, 0.601194061658, 0.698186609697, 217
emotUnstable, 0.599553387293, 0.72176260623, 207
forgettable, 0.485483105668, 0.552804910992, 101
intelligent, 0.568708655871, 0.670283414238, 137
introverted, 0.61816273465, 0.740976639561, 242
kind, 0.74845728775, 0.85668947416, 328
responsible, 0.665994671848, 0.77294322651, 237
trustworthy, 0.711656413332, 0.757121581243, 142
unattractive, 0.6811044641, 0.745951881373, 172
unemotional, 0.719779928022, 0.797311500598, 207
unfamiliar, 0.397147953352, 0.390349012429, 16
unfriendly, 0.737716433134, 0.855539439807, 328
unhappy, 0.74693977145, 0.854112686258, 242
weird, 0.566237598964, 0.629422641459, 167
aggressive, 0.704922529562, 0.82619050895, 348
attractive, 0.724185760963, 0.822257530748, 278
caring, 0.757121634569, 0.839218251528, 222
emotStable, 0.588162990448, 0.765752920867, 247
emotional, 0.623470599725, 0.658484439184, 132
familiar, 0.41643966839, 0.477500653863, 36
friendly, 0.783625602183, 0.871837813915, 283
happy, 0.803966585454, 0.892845286171, 328
humble, 0.605549056067, 0.76242322345, 333
interesting, 0.589102655661, 0.612482076849, 61
irresponsible, 0.627371973289, 0.789632119704, 283
mean, 0.704074354617, 0.838691832798, 333
memorable, 0.487011272908, 0.581423842741, 127
normal, 0.585567018427, 0.699755890597, 207
sociable, 0.731743581401, 0.857403686556, 333
typical, 0.409070246993, 0.537158021364, 132
uncertain, 0.533346407165, 0.719501112212, 237
uncommon, 0.373169688728, 0.524045333589, 132
unintelligent, 0.547136080984, 0.688214531781, 197
untrustworthy, 0.663117482437, 0.782214618281, 227
