Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.307915452619, 0.641756889539, 308
boring, 0.593250839284, 0.708426781336, 247
calm, 0.487224810568, 0.631356087451, 227
cold, 0.737392414535, 0.846129216085, 278
common, 0.350621935348, 0.633099923207, 298
confident, 0.54960224499, 0.679189919773, 162
egotistic, 0.545400450398, 0.803752711505, 484
emotUnstable, 0.624865528491, 0.68655697171, 132
forgettable, 0.492310056694, 0.559968514156, 101
intelligent, 0.582065610526, 0.690712221114, 187
introverted, 0.617927686348, 0.718857902041, 167
kind, 0.744491574468, 0.854063312056, 333
responsible, 0.653536048108, 0.735269309477, 132
trustworthy, 0.685530521426, 0.813638212739, 338
unattractive, 0.664913437525, 0.764479316377, 247
unemotional, 0.709855001079, 0.790938082167, 182
unfamiliar, 0.361842542509, 0.535752530126, 121
unfriendly, 0.731683837393, 0.842099588791, 278
unhappy, 0.75499582838, 0.853903175391, 283
weird, 0.505970046639, 0.676030653012, 227
aggressive, 0.672273152147, 0.807825104912, 313
attractive, 0.749924249852, 0.801652541944, 202
caring, 0.764747951109, 0.850793169167, 283
emotStable, 0.627108927959, 0.773048879028, 318
emotional, 0.611379450732, 0.639011151323, 91
familiar, 0.396211434713, 0.432451411529, 16
friendly, 0.792762020317, 0.886639852733, 373
happy, 0.81682449524, 0.896524964956, 373
humble, 0.583478170718, 0.758934325683, 308
interesting, 0.575913995743, 0.690268794563, 182
irresponsible, 0.64659796557, 0.766857716181, 222
mean, 0.696296098948, 0.815169351381, 263
memorable, 0.488445459414, 0.587390240533, 121
normal, 0.557445838916, 0.72882042649, 222
sociable, 0.772933373316, 0.837998441934, 258
typical, 0.439468312848, 0.562317195585, 187
uncertain, 0.58756644876, 0.698624262879, 197
uncommon, 0.342164406038, 0.630127284544, 313
unintelligent, 0.536972769003, 0.778731928578, 479
untrustworthy, 0.660844939725, 0.792783473731, 278
