Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.374941831638, 0.438930510576, 46
boring, 0.613068444829, 0.6464322397, 167
calm, 0.441668529597, 0.468056978874, 56
cold, 0.771981497733, 0.811933134012, 217
common, 0.389052504708, 0.476569981349, 86
confident, 0.609885920275, 0.679612857025, 222
egotistic, 0.58869356736, 0.691680828734, 187
emotUnstable, 0.601534053731, 0.702047003495, 207
forgettable, 0.477572966834, 0.54308705749, 86
intelligent, 0.528280600909, 0.569956270735, 56
introverted, 0.641019652965, 0.71976568234, 258
kind, 0.751525140285, 0.808318836195, 217
responsible, 0.649872158693, 0.719775637184, 142
trustworthy, 0.665299035596, 0.747250290173, 137
unattractive, 0.687620662586, 0.777405864001, 283
unemotional, 0.704715856593, 0.764568427717, 132
unfamiliar, 0.41359337047, 0.471575170774, 56
unfriendly, 0.757127549505, 0.812036646544, 222
unhappy, 0.781589861757, 0.814399180146, 222
weird, 0.532207382542, 0.685817437791, 217
aggressive, 0.6943817204, 0.722714561135, 142
attractive, 0.730114830294, 0.814862880694, 273
caring, 0.760107144492, 0.784380531898, 142
emotStable, 0.652286047795, 0.628137995564, 71
emotional, 0.602678757481, 0.643877748842, 66
familiar, 0.426570258147, 0.481897616394, 86
friendly, 0.77717437497, 0.836410870293, 222
happy, 0.81823789853, 0.859816679519, 263
humble, 0.570096148831, 0.676499680578, 157
interesting, 0.599508930926, 0.627170255295, 91
irresponsible, 0.663061244709, 0.69325497996, 142
mean, 0.714444020853, 0.743668065876, 142
memorable, 0.47389067191, 0.629334253557, 222
normal, 0.560205182125, 0.64491443601, 142
sociable, 0.762233790582, 0.833194782726, 308
typical, 0.389324338711, 0.430330211912, 41
uncertain, 0.647666095728, 0.623895888144, 76
uncommon, 0.381525260803, 0.493355437857, 116
unintelligent, 0.586068106119, 0.576459826118, 71
untrustworthy, 0.702554293047, 0.713032534557, 142
