Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.395415786419, 0.453360357606, 56
boring, 0.561960628242, 0.628108360688, 86
calm, 0.367361910231, 0.706392366071, 389
cold, 0.730313013783, 0.828707560957, 258
common, 0.378275136246, 0.517095559453, 111
confident, 0.57721700205, 0.6363706208, 91
egotistic, 0.553303754448, 0.734611950332, 363
emotUnstable, 0.579052595091, 0.631103169113, 76
forgettable, 0.389601437907, 0.596685651793, 172
intelligent, 0.542184849677, 0.610501057909, 61
introverted, 0.582126566281, 0.780054810308, 424
kind, 0.733505968382, 0.837007291241, 323
responsible, 0.668399871512, 0.728172635569, 172
trustworthy, 0.682964064991, 0.767788798685, 192
unattractive, 0.684190512159, 0.73905838062, 172
unemotional, 0.674184646903, 0.801793482258, 258
unfamiliar, 0.335311564789, 0.49295528181, 61
unfriendly, 0.747607811639, 0.820321431169, 253
unhappy, 0.74257890246, 0.845910273722, 293
weird, 0.528048047157, 0.571740597567, 61
aggressive, 0.696961913194, 0.735322092268, 137
attractive, 0.711910806202, 0.80002098477, 182
caring, 0.739855092879, 0.803954736672, 147
emotStable, 0.625614941764, 0.765356200548, 303
emotional, 0.545315975021, 0.662452850096, 76
familiar, 0.33232373592, 0.4234667591, 31
friendly, 0.760075900814, 0.874635659739, 394
happy, 0.805031599544, 0.87437273984, 293
humble, 0.602503070291, 0.731296720656, 323
interesting, 0.536817407563, 0.708113175222, 253
irresponsible, 0.647072883703, 0.719604430788, 172
mean, 0.698851521201, 0.782839854654, 222
memorable, 0.395725867775, 0.623673124731, 202
normal, 0.536049720395, 0.645067577517, 116
sociable, 0.735542902912, 0.825899166159, 242
typical, 0.39134267924, 0.530798362198, 116
uncertain, 0.547118438957, 0.701844064241, 222
uncommon, 0.335332320554, 0.444696562777, 66
unintelligent, 0.550351469819, 0.68769108458, 278
untrustworthy, 0.662075503168, 0.791126275094, 338
