Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.343493664042, 0.490031806957, 76
boring, 0.541307914756, 0.612760180892, 76
calm, 0.4675629405, 0.612012591761, 202
cold, 0.732746172647, 0.804713118847, 172
common, 0.357510482808, 0.515338984778, 132
confident, 0.498838912468, 0.750335938382, 308
egotistic, 0.653556426063, 0.664012616463, 167
emotUnstable, 0.501682546332, 0.761982292115, 323
forgettable, 0.412400457327, 0.539475081902, 76
intelligent, 0.509218105198, 0.705404447452, 237
introverted, 0.561962438718, 0.723392698908, 182
kind, 0.741808699504, 0.796699298944, 172
responsible, 0.612690958353, 0.765853264565, 237
trustworthy, 0.673338423903, 0.774509990925, 202
unattractive, 0.644665335489, 0.748293671551, 152
unemotional, 0.693478834494, 0.766623707557, 137
unfamiliar, 0.36252535386, 0.485320460295, 56
unfriendly, 0.71905545256, 0.807009011595, 172
unhappy, 0.73527860583, 0.81845976378, 172
weird, 0.483693804038, 0.628984289352, 106
aggressive, 0.675307409094, 0.754677989605, 167
attractive, 0.698359170462, 0.81531110498, 187
caring, 0.732051897138, 0.808680692206, 147
emotStable, 0.543908647855, 0.783840919784, 298
emotional, 0.574705397851, 0.66981165673, 121
familiar, 0.381612988945, 0.547219354017, 147
friendly, 0.748901287744, 0.861570716952, 308
happy, 0.788186310529, 0.844550056416, 147
humble, 0.611035744671, 0.664419786489, 127
interesting, 0.527205888446, 0.64576843135, 71
irresponsible, 0.551129222182, 0.755933585938, 202
mean, 0.687303716897, 0.796817669966, 247
memorable, 0.37412689916, 0.509290831288, 31
normal, 0.495359272462, 0.738436712446, 293
sociable, 0.709736183472, 0.805025627008, 147
typical, 0.344787914843, 0.530203763882, 111
uncertain, 0.487600555608, 0.754537337226, 308
uncommon, 0.288831958177, 0.546226189098, 172
unintelligent, 0.45052438421, 0.691270190356, 197
untrustworthy, 0.635806506425, 0.754013729542, 162
