Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.294587414867, 0.498712969539, 81
boring, 0.562921176017, 0.720539694533, 278
calm, 0.450027524995, 0.575705918464, 106
cold, 0.757034078783, 0.886709721001, 484
common, 0.343262400298, 0.548692182925, 177
confident, 0.5674836763, 0.678288304036, 172
egotistic, 0.546208093991, 0.649755137435, 86
emotUnstable, 0.586294793583, 0.822048501294, 494
forgettable, 0.488408801644, 0.563737659109, 106
intelligent, 0.568012636751, 0.73876292464, 338
introverted, 0.635020884078, 0.750868553035, 268
kind, 0.750124473776, 0.893726369039, 500
responsible, 0.640005294065, 0.747815970348, 132
trustworthy, 0.686131871291, 0.857995552276, 494
unattractive, 0.660163810707, 0.773717752932, 212
unemotional, 0.700009464297, 0.818828426183, 273
unfamiliar, 0.370496586183, 0.48607027553, 46
unfriendly, 0.766741215344, 0.883809250194, 484
unhappy, 0.773168191498, 0.868781292793, 338
weird, 0.514279317982, 0.708589006487, 288
aggressive, 0.6838302839, 0.845807093701, 484
attractive, 0.748208708592, 0.837058768337, 323
caring, 0.746100685126, 0.866157267273, 323
emotStable, 0.611542259005, 0.834911597868, 500
emotional, 0.583776822093, 0.638233173502, 66
familiar, 0.454343608925, 0.490727105204, 46
friendly, 0.791558144914, 0.875253222987, 323
happy, 0.823523941978, 0.899613127792, 368
humble, 0.563012107395, 0.800990511527, 444
interesting, 0.541170208678, 0.681022119478, 132
irresponsible, 0.597945432471, 0.741950169238, 142
mean, 0.702522738502, 0.832545459967, 338
memorable, 0.47167913002, 0.602704469566, 116
normal, 0.590042243293, 0.741287138159, 303
sociable, 0.755558660389, 0.856251328898, 323
typical, 0.410663548328, 0.557599415517, 147
uncertain, 0.577483977017, 0.68135275639, 137
uncommon, 0.324698533399, 0.535877177226, 147
unintelligent, 0.509446666175, 0.738212601638, 333
untrustworthy, 0.658273616534, 0.827574144637, 394
