Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.413568673429, 0.429994946673, 51
boring, 0.601434683288, 0.64282731173, 137
calm, 0.420067023963, 0.569270004249, 116
cold, 0.761559179706, 0.801351860662, 157
common, 0.321916915691, 0.534360079432, 147
confident, 0.545418971738, 0.656218109078, 116
egotistic, 0.594318128528, 0.62634697374, 101
emotUnstable, 0.586938529373, 0.691257928349, 152
forgettable, 0.498704800753, 0.508659866243, 76
intelligent, 0.509608222914, 0.635729626198, 81
introverted, 0.651917865444, 0.692077146461, 157
kind, 0.728160071354, 0.801846876859, 157
responsible, 0.640709876628, 0.738793615816, 152
trustworthy, 0.645613487105, 0.767514126649, 157
unattractive, 0.669146532366, 0.733116136874, 157
unemotional, 0.739232744708, 0.763432249671, 147
unfamiliar, 0.407045784506, 0.502613260468, 106
unfriendly, 0.735871652039, 0.797254423862, 152
unhappy, 0.753176949314, 0.810448091022, 157
weird, 0.516425837919, 0.636835217704, 132
aggressive, 0.676056123345, 0.753058278808, 157
attractive, 0.740414349668, 0.799641399205, 222
caring, 0.748492123932, 0.804789754211, 157
emotStable, 0.63101975249, 0.716089221452, 172
emotional, 0.587066898626, 0.649632436132, 96
familiar, 0.432326890517, 0.48974431474, 81
friendly, 0.778016699941, 0.828981008595, 172
happy, 0.808981578008, 0.842093545995, 157
humble, 0.589663413622, 0.698549318726, 192
interesting, 0.62323798655, 0.628276700537, 76
irresponsible, 0.642328828966, 0.728836290431, 182
mean, 0.697059537883, 0.770587954916, 157
memorable, 0.520597181043, 0.537161318282, 76
normal, 0.574413358828, 0.662579906206, 167
sociable, 0.749786694094, 0.794535969957, 127
typical, 0.339421559915, 0.526738365642, 106
uncertain, 0.569009496293, 0.68450383492, 177
uncommon, 0.367606125685, 0.472589624214, 106
unintelligent, 0.56792021983, 0.719739047903, 308
untrustworthy, 0.650173135649, 0.742296024547, 157
