Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.307962783287, 0.492069259263, 76
boring, 0.595094433784, 0.64506026852, 142
calm, 0.402907330142, 0.691364848195, 353
cold, 0.718973603202, 0.75955837845, 81
common, 0.284445595632, 0.524177148124, 142
confident, 0.56906078571, 0.615416478847, 71
egotistic, 0.583946600563, 0.723766191976, 328
emotUnstable, 0.539244034651, 0.636650379312, 81
forgettable, 0.476358502246, 0.505076631013, 71
intelligent, 0.563494471944, 0.600301720475, 71
introverted, 0.592645262592, 0.670857013624, 81
kind, 0.732471190959, 0.79743755151, 182
responsible, 0.62450549673, 0.782400183197, 333
trustworthy, 0.64261616368, 0.812256751834, 353
unattractive, 0.66730165169, 0.727424072185, 121
unemotional, 0.712040856061, 0.760389613627, 121
unfamiliar, 0.3671398983, 0.476338981307, 71
unfriendly, 0.715418804556, 0.75772154655, 81
unhappy, 0.735973641289, 0.767885044388, 81
weird, 0.448347176646, 0.747962293884, 379
aggressive, 0.653992000879, 0.773006013464, 232
attractive, 0.713522009836, 0.840430154627, 363
caring, 0.740306247837, 0.785595870612, 121
emotStable, 0.590012546102, 0.65603207249, 71
emotional, 0.655703384237, 0.627156557014, 81
familiar, 0.399950127476, 0.506561758353, 81
friendly, 0.768551860468, 0.813939340023, 121
happy, 0.807153499155, 0.883131440086, 353
humble, 0.559659733752, 0.722122127407, 247
interesting, 0.606004846165, 0.627504390795, 81
irresponsible, 0.608140490287, 0.688912178637, 116
mean, 0.671961741693, 0.749648408118, 121
memorable, 0.51678319705, 0.539632940126, 96
normal, 0.514805770673, 0.615391842799, 71
sociable, 0.739569189515, 0.786550481875, 116
typical, 0.36015574145, 0.482749539815, 71
uncertain, 0.566196391703, 0.65767979616, 111
uncommon, 0.326233876177, 0.434827461944, 61
unintelligent, 0.532752900205, 0.58273414725, 61
untrustworthy, 0.619177655522, 0.803534400442, 353
