Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.448375829045, 0.464800713516, 91
boring, 0.569986112242, 0.713539688031, 237
calm, 0.522445275135, 0.553528767195, 127
cold, 0.741813896318, 0.852975476251, 308
common, 0.370510673896, 0.714397207094, 500
confident, 0.597266375502, 0.705248377522, 242
egotistic, 0.571259480333, 0.741656033223, 308
emotUnstable, 0.601831663138, 0.622331318182, 56
forgettable, 0.447185827082, 0.632643509502, 237
intelligent, 0.623560801995, 0.660944916219, 167
introverted, 0.672890453784, 0.72231947892, 222
kind, 0.746535231339, 0.845142742624, 308
responsible, 0.690538585269, 0.728712236025, 152
trustworthy, 0.708974815175, 0.78187911649, 242
unattractive, 0.668303309202, 0.769837767764, 242
unemotional, 0.746348915782, 0.808271264544, 232
unfamiliar, 0.399162038702, 0.478036101554, 81
unfriendly, 0.755996499887, 0.843728298913, 308
unhappy, 0.783354909945, 0.855296911432, 308
weird, 0.562361543705, 0.581197652711, 96
aggressive, 0.692084851398, 0.802898328199, 318
attractive, 0.73220273067, 0.833878064958, 333
caring, 0.76489929005, 0.873835332784, 449
emotStable, 0.631299325028, 0.78699785014, 414
emotional, 0.588009423082, 0.65062763938, 86
familiar, 0.42474292267, 0.507050112188, 71
friendly, 0.802331452493, 0.856485113962, 242
happy, 0.817139162804, 0.910973006832, 489
humble, 0.59078530828, 0.701161755568, 197
interesting, 0.560313905919, 0.621133740626, 56
irresponsible, 0.668086372106, 0.799050321417, 424
mean, 0.706968016019, 0.799230108946, 242
memorable, 0.436601313722, 0.663509424233, 288
normal, 0.56317072656, 0.720359688811, 242
sociable, 0.753919428284, 0.874328235905, 439
typical, 0.384936105131, 0.604767932223, 222
uncertain, 0.56330715, 0.767731165646, 414
uncommon, 0.392009240672, 0.502706051875, 111
unintelligent, 0.565112197746, 0.73072611755, 373
untrustworthy, 0.691636326666, 0.773119370255, 242
