Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.290651826134, 0.630274241066, 298
boring, 0.562734529474, 0.592962232333, 56
calm, 0.437648719839, 0.575738473676, 132
cold, 0.728276171215, 0.869234497567, 343
common, 0.341695614714, 0.493846949261, 106
confident, 0.526042355239, 0.605981586102, 51
egotistic, 0.577765767276, 0.7532395699, 308
emotUnstable, 0.593613170544, 0.659273261712, 101
forgettable, 0.491480961588, 0.562164346696, 101
intelligent, 0.571049956821, 0.72453571852, 263
introverted, 0.622961896786, 0.738307981217, 237
kind, 0.71752103682, 0.863739818679, 338
responsible, 0.629192133564, 0.807537789906, 353
trustworthy, 0.678258699112, 0.732243212196, 86
unattractive, 0.636778426002, 0.71533297197, 106
unemotional, 0.695105518088, 0.805768820334, 242
unfamiliar, 0.301180788652, 0.512895911222, 91
unfriendly, 0.731262537439, 0.835867919221, 237
unhappy, 0.762458670902, 0.851468112355, 237
weird, 0.487192879047, 0.755586892032, 484
aggressive, 0.633541802291, 0.816108786407, 298
attractive, 0.715593739194, 0.844756365735, 373
caring, 0.725415288058, 0.864973161534, 338
emotStable, 0.597049945294, 0.7554134629, 253
emotional, 0.589208784048, 0.783074198893, 489
familiar, 0.348476249678, 0.493446736893, 36
friendly, 0.766265197005, 0.875519857121, 308
happy, 0.785749486695, 0.891237441572, 288
humble, 0.563158249712, 0.773117007469, 343
interesting, 0.588120819574, 0.706853129957, 253
irresponsible, 0.59213102373, 0.748705323422, 187
mean, 0.652311039609, 0.78963491313, 187
memorable, 0.481825893752, 0.571442953046, 101
normal, 0.514113499086, 0.719840114544, 253
sociable, 0.724290632454, 0.861861927938, 338
typical, 0.31870484016, 0.622306992928, 258
uncertain, 0.590115211346, 0.658489047204, 127
uncommon, 0.327936911107, 0.530934326467, 157
unintelligent, 0.50000511903, 0.723801684942, 298
untrustworthy, 0.608731393596, 0.817864862279, 343
