Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.418334440873, 0.499530181707, 106
boring, 0.500081494326, 0.732824481921, 313
calm, 0.437488053668, 0.647394658636, 293
cold, 0.762782918435, 0.841332112563, 343
common, 0.333232752248, 0.472880494806, 86
confident, 0.570680943778, 0.674052810154, 152
egotistic, 0.59130424669, 0.681583946733, 192
emotUnstable, 0.578700503402, 0.77471776166, 394
forgettable, 0.391693760427, 0.636397124603, 247
intelligent, 0.560270219994, 0.696818731336, 273
introverted, 0.634815741642, 0.723903849981, 212
kind, 0.731063645329, 0.831299647498, 293
responsible, 0.641963187533, 0.780382967197, 323
trustworthy, 0.685895596826, 0.81038104884, 343
unattractive, 0.650987491944, 0.758536482035, 212
unemotional, 0.717504396358, 0.793068810509, 227
unfamiliar, 0.363439215259, 0.460055826777, 46
unfriendly, 0.745492948719, 0.819445554084, 222
unhappy, 0.776957535695, 0.823840408709, 222
weird, 0.519144574675, 0.755229259855, 444
aggressive, 0.68504493209, 0.754515687426, 177
attractive, 0.718094537178, 0.818829978572, 303
caring, 0.771566720909, 0.842874523695, 343
emotStable, 0.640125667559, 0.709238167531, 167
emotional, 0.602763831713, 0.645916066172, 61
familiar, 0.431233152994, 0.480636244053, 76
friendly, 0.786389609933, 0.855066870876, 318
happy, 0.811287968325, 0.87571873228, 323
humble, 0.598333745369, 0.651876582485, 116
interesting, 0.568311010141, 0.647133325868, 101
irresponsible, 0.614366016388, 0.77012686941, 323
mean, 0.718070580881, 0.811103386912, 343
memorable, 0.445511458023, 0.654313471659, 258
normal, 0.585649276538, 0.748621932045, 399
sociable, 0.752909165939, 0.837575402902, 318
typical, 0.427054887148, 0.517582376017, 132
uncertain, 0.586879835758, 0.661659724031, 111
uncommon, 0.327500138243, 0.483462950676, 132
unintelligent, 0.536500856285, 0.568635390963, 56
untrustworthy, 0.642482414835, 0.726921384697, 116
