Social Attributes, caffeNet_test, caffeNet_train, caffeNet_FeatureNum
atypical, 0.287278290172, 0.445860585461, 46
boring, 0.552845397951, 0.720981902347, 293
calm, 0.427949510763, 0.597370933109, 167
cold, 0.715083798404, 0.813275894, 182
common, 0.331385712823, 0.422572864447, 46
confident, 0.590422836718, 0.627652045561, 81
egotistic, 0.526900623645, 0.64549689893, 111
emotUnstable, 0.541291798615, 0.70666823054, 217
forgettable, 0.500882411472, 0.552981007665, 132
intelligent, 0.542047141673, 0.60601647573, 81
introverted, 0.614011170028, 0.711387720441, 172
kind, 0.714407476572, 0.800939679566, 167
responsible, 0.61539747146, 0.740233656264, 202
trustworthy, 0.643802698549, 0.737480342295, 132
unattractive, 0.65203907024, 0.780308662258, 278
unemotional, 0.668079579892, 0.793906243995, 162
unfamiliar, 0.323645291203, 0.477997456112, 61
unfriendly, 0.70308884718, 0.801669147808, 162
unhappy, 0.70133052258, 0.838549926363, 273
weird, 0.480169423709, 0.644029751711, 162
aggressive, 0.632464033881, 0.756560702748, 167
attractive, 0.696653564283, 0.818413019211, 237
caring, 0.704867823591, 0.804540653046, 152
emotStable, 0.60208659079, 0.702749376448, 152
emotional, 0.56804014592, 0.644057974377, 91
familiar, 0.352081142747, 0.522333680613, 147
friendly, 0.746061507046, 0.841217909305, 237
happy, 0.786310476871, 0.873576725539, 323
humble, 0.554583120118, 0.692332882113, 167
interesting, 0.578300288267, 0.623109989864, 91
irresponsible, 0.580431500027, 0.712912475417, 152
mean, 0.680765311358, 0.763822015388, 162
memorable, 0.44771011542, 0.614350975502, 227
normal, 0.483394980146, 0.641927722833, 116
sociable, 0.705391542005, 0.822397141391, 237
typical, 0.314573987691, 0.521972452334, 116
uncertain, 0.566253244361, 0.646617485253, 81
uncommon, 0.293893794075, 0.482065054898, 101
unintelligent, 0.514180912726, 0.593418110496, 76
untrustworthy, 0.604117297022, 0.740382864919, 152
