Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.347966330327, 0.385410686943, 31
boring, 0.531320483302, 0.614573140982, 91
calm, 0.444685160094, 0.666610489613, 318
cold, 0.703073936945, 0.853725472188, 338
common, 0.346219627361, 0.527058989283, 121
confident, 0.545643325684, 0.765003629308, 444
egotistic, 0.538472762568, 0.691302226842, 197
emotUnstable, 0.588538352797, 0.758491337845, 363
forgettable, 0.456679741157, 0.607054089769, 157
intelligent, 0.536437759237, 0.789178558848, 469
introverted, 0.628053890587, 0.690603302946, 152
kind, 0.708807095934, 0.853662933893, 363
responsible, 0.676303128551, 0.790338145295, 343
trustworthy, 0.674743497383, 0.813331912179, 373
unattractive, 0.661375507921, 0.747457033644, 212
unemotional, 0.662808920004, 0.737824827673, 81
unfamiliar, 0.322587070334, 0.386285331362, 21
unfriendly, 0.692500071257, 0.841806370675, 298
unhappy, 0.719340959139, 0.84917348953, 298
weird, 0.508303615403, 0.661198094771, 227
aggressive, 0.652968307453, 0.683062997724, 61
attractive, 0.694714412197, 0.780600554661, 177
caring, 0.748322987225, 0.805795052319, 197
emotStable, 0.612668068663, 0.691470166118, 157
emotional, 0.555094284517, 0.651619971508, 91
familiar, 0.385689224498, 0.44262044163, 31
friendly, 0.758911438444, 0.826424178141, 197
happy, 0.792014265828, 0.847696827275, 197
humble, 0.588903274432, 0.672926233207, 142
interesting, 0.56632954702, 0.68229982569, 182
irresponsible, 0.596140105104, 0.79816108361, 384
mean, 0.668722624786, 0.704929342271, 61
memorable, 0.399129709659, 0.490487522056, 26
normal, 0.548392116994, 0.666192404343, 192
sociable, 0.748888923121, 0.796912367664, 177
typical, 0.388727022931, 0.542103236658, 192
uncertain, 0.583265217643, 0.747459920274, 363
uncommon, 0.356404531322, 0.399327540907, 76
unintelligent, 0.556325902013, 0.679806274918, 222
untrustworthy, 0.65053253183, 0.751295324511, 197
