Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.361570099815, 0.480096087052, 76
boring, 0.613919005027, 0.681740924613, 177
calm, 0.478808431154, 0.509941806003, 71
cold, 0.764464222694, 0.840567026669, 242
common, 0.357839624464, 0.473657333263, 76
confident, 0.642888452915, 0.660643270231, 132
egotistic, 0.565892672077, 0.742563610714, 258
emotUnstable, 0.608385390314, 0.700663854189, 147
forgettable, 0.463161730808, 0.545450750625, 71
intelligent, 0.607048793338, 0.674445237629, 167
introverted, 0.670583942513, 0.713849782976, 152
kind, 0.771312639589, 0.870965909546, 394
responsible, 0.686191095264, 0.742093083084, 142
trustworthy, 0.700535169432, 0.768931476194, 147
unattractive, 0.684323784769, 0.756923946646, 217
unemotional, 0.715984386601, 0.740550007718, 61
unfamiliar, 0.420622443684, 0.414666707182, 26
unfriendly, 0.756204840602, 0.867588800731, 429
unhappy, 0.788509960337, 0.831529559874, 202
weird, 0.566535347471, 0.646724170673, 152
aggressive, 0.670173604523, 0.72837455791, 86
attractive, 0.723423877092, 0.776018112023, 157
caring, 0.770277239549, 0.827793313054, 192
emotStable, 0.637292354967, 0.70610108679, 137
emotional, 0.615025517438, 0.63652585273, 56
familiar, 0.382188866701, 0.54674541012, 127
friendly, 0.799864560448, 0.84397357881, 192
happy, 0.828181319606, 0.864293576837, 197
humble, 0.558415022007, 0.636711987492, 76
interesting, 0.621879601988, 0.630771821727, 71
irresponsible, 0.635418421979, 0.790002796095, 323
mean, 0.708082722052, 0.841666961016, 399
memorable, 0.502933773521, 0.558204707998, 71
normal, 0.553785097957, 0.67343210253, 127
sociable, 0.781780884683, 0.820697498348, 192
typical, 0.362582404549, 0.567567572911, 162
uncertain, 0.619471280413, 0.684245360349, 147
uncommon, 0.323121310261, 0.386622783647, 26
unintelligent, 0.528753995128, 0.605475022002, 76
untrustworthy, 0.667685933601, 0.714973131571, 86
