Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.355957654963, 0.409090496719, 36
boring, 0.553100972058, 0.680866124505, 152
calm, 0.44184277338, 0.541786853865, 127
cold, 0.738074887552, 0.816710533731, 253
common, 0.374434469193, 0.329569516584, 31
confident, 0.547355442003, 0.559797422814, 51
egotistic, 0.546470827728, 0.646807061497, 111
emotUnstable, 0.577960604, 0.60585663123, 91
forgettable, 0.464197980708, 0.49161001532, 46
intelligent, 0.60667691459, 0.75092588664, 384
introverted, 0.58140174778, 0.626132699368, 51
kind, 0.745233607399, 0.83910775693, 358
responsible, 0.677087651176, 0.794114288165, 358
trustworthy, 0.642874231181, 0.660869063978, 51
unattractive, 0.614541419917, 0.71177147153, 116
unemotional, 0.692371310309, 0.785310551934, 202
unfamiliar, 0.367295297618, 0.529250555847, 157
unfriendly, 0.676864909832, 0.717023654514, 51
unhappy, 0.687313335063, 0.734662832385, 51
weird, 0.489892213177, 0.630476595246, 157
aggressive, 0.619859948186, 0.685177442963, 51
attractive, 0.680882969337, 0.777835826681, 147
caring, 0.695405472287, 0.771138019379, 106
emotStable, 0.578255873989, 0.651325855686, 76
emotional, 0.583913607262, 0.640934823266, 61
familiar, 0.408155478467, 0.46551568985, 31
friendly, 0.737227856019, 0.871929834481, 434
happy, 0.770364779853, 0.836971243982, 162
humble, 0.57909607708, 0.647658747536, 127
interesting, 0.580485192577, 0.626364633686, 81
irresponsible, 0.594622105927, 0.648093487261, 66
mean, 0.640808396311, 0.717437588741, 66
memorable, 0.467785752475, 0.531468942863, 66
normal, 0.482477828278, 0.571496103039, 51
sociable, 0.711329363488, 0.847659585771, 379
typical, 0.307266654091, 0.435867557569, 51
uncertain, 0.577863740342, 0.590028458647, 51
uncommon, 0.314338465991, 0.686469618987, 469
unintelligent, 0.537503684017, 0.578718379105, 71
untrustworthy, 0.615133291241, 0.695287459566, 81
