Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.338401200918, 0.438586037895, 36
boring, 0.55170748357, 0.755080127505, 343
calm, 0.378897251624, 0.466245707272, 31
cold, 0.74137512713, 0.888495749253, 500
common, 0.37890745178, 0.462238164066, 61
confident, 0.531605849298, 0.654026899924, 96
egotistic, 0.570617221033, 0.599813974983, 51
emotUnstable, 0.585484649706, 0.61904738818, 46
forgettable, 0.442841549042, 0.677561927852, 293
intelligent, 0.560793092797, 0.586397191415, 46
introverted, 0.569539267685, 0.692302781137, 91
kind, 0.738016096695, 0.862833048543, 353
responsible, 0.645094049662, 0.719177866079, 106
trustworthy, 0.680636112706, 0.786026170856, 202
unattractive, 0.648808447451, 0.782523645424, 288
unemotional, 0.719331793474, 0.792023907456, 177
unfamiliar, 0.375340926605, 0.446729732822, 46
unfriendly, 0.72533490789, 0.889517824331, 500
unhappy, 0.750639686124, 0.906169360514, 500
weird, 0.492233586902, 0.613559978082, 111
aggressive, 0.685570115975, 0.8191986283, 328
attractive, 0.686493849048, 0.837171596535, 343
caring, 0.727914124945, 0.894257665889, 494
emotStable, 0.592401474484, 0.800490075262, 414
emotional, 0.585294676092, 0.739128595495, 288
familiar, 0.40273669675, 0.493420845838, 41
friendly, 0.766968340916, 0.894344815057, 414
happy, 0.795114314807, 0.924629400403, 500
humble, 0.577425589458, 0.801769994099, 444
interesting, 0.545456231955, 0.639391333636, 66
irresponsible, 0.624357077246, 0.671230401085, 46
mean, 0.688620925146, 0.845899698669, 399
memorable, 0.474610623225, 0.59040660905, 127
normal, 0.548949762896, 0.656726208052, 106
sociable, 0.727916382841, 0.867400831494, 333
typical, 0.357803410509, 0.543243570237, 106
uncertain, 0.573349149802, 0.681877185081, 121
uncommon, 0.282723972129, 0.53869068622, 162
unintelligent, 0.503167014733, 0.769755026807, 419
untrustworthy, 0.632768416725, 0.833607253785, 399
