Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.420602978532, 0.446185409022, 46
boring, 0.567439062923, 0.686049279341, 157
calm, 0.439275247876, 0.525388531754, 71
cold, 0.769536068663, 0.849433711738, 288
common, 0.374223366632, 0.440876241019, 61
confident, 0.591044859855, 0.790644600975, 479
egotistic, 0.646399929317, 0.740598179452, 323
emotUnstable, 0.596026090396, 0.750654690796, 288
forgettable, 0.453706915256, 0.591768379319, 152
intelligent, 0.597999485952, 0.582808052482, 46
introverted, 0.630605276372, 0.74882183447, 268
kind, 0.768768615246, 0.851798830809, 298
responsible, 0.673489605214, 0.783231035063, 298
trustworthy, 0.711904063346, 0.774462460094, 177
unattractive, 0.655196057775, 0.793302817352, 293
unemotional, 0.71348414563, 0.84537040385, 384
unfamiliar, 0.443639805811, 0.449342164841, 41
unfriendly, 0.763839512058, 0.842237090321, 288
unhappy, 0.774752815979, 0.864119870319, 288
weird, 0.54847465111, 0.711742724788, 288
aggressive, 0.674518600261, 0.849021796495, 500
attractive, 0.695472579869, 0.86486068362, 500
caring, 0.747630666417, 0.877145162059, 424
emotStable, 0.585054275866, 0.648343848053, 51
emotional, 0.556257487659, 0.687023338127, 147
familiar, 0.434608883997, 0.491290226626, 76
friendly, 0.780055412593, 0.896199734823, 469
happy, 0.808395096465, 0.917248091105, 500
humble, 0.581179815614, 0.787951787241, 419
interesting, 0.534609720676, 0.677316575995, 127
irresponsible, 0.606335986161, 0.670747763537, 66
mean, 0.681088539456, 0.849111880588, 434
memorable, 0.457749165217, 0.594030104009, 111
normal, 0.52978487846, 0.726107429813, 242
sociable, 0.745169420674, 0.886013140073, 479
typical, 0.355436868342, 0.49468002966, 96
uncertain, 0.591442542788, 0.675526401087, 111
uncommon, 0.308336216125, 0.440340861183, 61
unintelligent, 0.496521138413, 0.585280640555, 46
untrustworthy, 0.640695233054, 0.71543134778, 66
