Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.380153691041, 0.452835674441, 61
boring, 0.566045773296, 0.652368483636, 142
calm, 0.428028827597, 0.611012255851, 157
cold, 0.739656623792, 0.807309734405, 157
common, 0.409892747702, 0.483511316036, 111
confident, 0.560607329731, 0.677498972784, 167
egotistic, 0.558568132624, 0.750020158209, 318
emotUnstable, 0.603261244186, 0.699769857282, 177
forgettable, 0.497566458793, 0.522721627863, 76
intelligent, 0.56693573073, 0.693028735315, 177
introverted, 0.622028089338, 0.722271602662, 182
kind, 0.740635785578, 0.844497193817, 263
responsible, 0.659350175956, 0.747793975019, 167
trustworthy, 0.687709122083, 0.772514811226, 167
unattractive, 0.693599783733, 0.738651257066, 182
unemotional, 0.695517432104, 0.775784049849, 147
unfamiliar, 0.404201017533, 0.472885851228, 56
unfriendly, 0.750493678174, 0.836946737231, 273
unhappy, 0.777871102651, 0.847285478156, 268
weird, 0.508907866702, 0.735517791083, 358
aggressive, 0.6960654886, 0.768553311266, 202
attractive, 0.715421751105, 0.770804095873, 137
caring, 0.755835197971, 0.858123732303, 338
emotStable, 0.601902274227, 0.707972293275, 142
emotional, 0.562241596673, 0.700463879365, 152
familiar, 0.36463478172, 0.434361509377, 16
friendly, 0.763827549217, 0.836938435899, 157
happy, 0.799566451967, 0.873696652354, 222
humble, 0.553954690251, 0.685290198678, 157
interesting, 0.5405967321, 0.641706083805, 76
irresponsible, 0.596569641848, 0.730546081467, 167
mean, 0.679048465707, 0.766844839643, 157
memorable, 0.492598463001, 0.587274552313, 137
normal, 0.517366998936, 0.684741840082, 147
sociable, 0.746130780928, 0.835084984338, 232
typical, 0.377257633067, 0.504398540867, 86
uncertain, 0.565328707319, 0.658553310209, 81
uncommon, 0.32063478471, 0.393657541393, 26
unintelligent, 0.498771471036, 0.683764272384, 182
untrustworthy, 0.630875805619, 0.75091044034, 157
