Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.344336883383, 0.653952388352, 368
boring, 0.563036005992, 0.734675793729, 308
calm, 0.375419992806, 0.703624329707, 338
cold, 0.763117589621, 0.86750510433, 424
common, 0.310978777232, 0.431083865901, 46
confident, 0.565323118399, 0.738120940474, 313
egotistic, 0.600250347382, 0.696440632962, 182
emotUnstable, 0.589330043999, 0.700939516034, 152
forgettable, 0.496243160292, 0.557546975339, 96
intelligent, 0.514513422471, 0.742876171136, 363
introverted, 0.631646540878, 0.780123766953, 368
kind, 0.752496152731, 0.882169306202, 494
responsible, 0.646373297179, 0.7596967152, 202
trustworthy, 0.681484199597, 0.800352192664, 258
unattractive, 0.622340631563, 0.78610469239, 313
unemotional, 0.72389450541, 0.840156306477, 424
unfamiliar, 0.452898796014, 0.399962415925, 21
unfriendly, 0.731003673845, 0.883346731748, 500
unhappy, 0.777955610228, 0.893318827791, 494
weird, 0.512688832929, 0.715157803471, 328
aggressive, 0.660364727884, 0.816949105443, 308
attractive, 0.679115490667, 0.833150875251, 333
caring, 0.756039177105, 0.862822357753, 313
emotStable, 0.621875109748, 0.726664797586, 167
emotional, 0.584111485118, 0.697271030198, 187
familiar, 0.336049949298, 0.674420676144, 358
friendly, 0.80384789282, 0.872008264569, 313
happy, 0.823128778292, 0.90082148411, 379
humble, 0.528684482168, 0.770290195466, 313
interesting, 0.580853312727, 0.568083915039, 26
irresponsible, 0.587984975832, 0.792751419246, 313
mean, 0.699131021465, 0.823676897758, 308
memorable, 0.531318730185, 0.551644568253, 81
normal, 0.49883972676, 0.750684839326, 313
sociable, 0.766870646809, 0.853225262576, 313
typical, 0.335410848593, 0.505845807373, 86
uncertain, 0.576921308932, 0.681023467619, 116
uncommon, 0.263121701168, 0.626850776097, 323
unintelligent, 0.493077645113, 0.745652809056, 348
untrustworthy, 0.64358165961, 0.755536171354, 142
