Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.34137014008, 0.466338183396, 96
boring, 0.554472839188, 0.672550140934, 157
calm, 0.402189942638, 0.512109037453, 76
cold, 0.677742935267, 0.771612333081, 101
common, 0.359186378846, 0.646285480788, 419
confident, 0.525301210072, 0.632939433776, 127
egotistic, 0.591167413433, 0.768400775779, 419
emotUnstable, 0.540093793966, 0.609993496145, 76
forgettable, 0.469073152773, 0.563132092054, 127
intelligent, 0.550518582861, 0.662943349316, 167
introverted, 0.594413266038, 0.662152255291, 106
kind, 0.714586138731, 0.85116488437, 373
responsible, 0.622912034334, 0.817582029078, 429
trustworthy, 0.6222807238, 0.852383751544, 500
unattractive, 0.617741868698, 0.747929835982, 157
unemotional, 0.686712769674, 0.751291737764, 116
unfamiliar, 0.337332206244, 0.453796684793, 76
unfriendly, 0.678529887463, 0.764125186813, 101
unhappy, 0.720784643239, 0.782808881203, 111
weird, 0.522518466751, 0.62919184796, 157
aggressive, 0.654257101774, 0.676319045101, 46
attractive, 0.663856729342, 0.855923899518, 479
caring, 0.689445406089, 0.806867844702, 157
emotStable, 0.55311897163, 0.634525268766, 61
emotional, 0.618622387569, 0.619330180411, 56
familiar, 0.448618545986, 0.542139626351, 162
friendly, 0.720647910894, 0.794112761786, 111
happy, 0.761644648055, 0.898275951248, 434
humble, 0.547410852683, 0.618705887222, 76
interesting, 0.483878388967, 0.715666802408, 217
irresponsible, 0.596044190635, 0.662734691158, 81
mean, 0.645495008203, 0.719963201235, 76
memorable, 0.459226103899, 0.522591622625, 51
normal, 0.500479941436, 0.566328599734, 46
sociable, 0.673600163546, 0.777624438513, 111
typical, 0.399746852653, 0.41366237972, 51
uncertain, 0.54000133471, 0.625387346057, 71
uncommon, 0.313349324074, 0.326486697632, 26
unintelligent, 0.488733039732, 0.597147880035, 76
untrustworthy, 0.598847174831, 0.708800490652, 101
