Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.386489688266, 0.468906406392, 81
boring, 0.589902397601, 0.606655129996, 76
calm, 0.413432952311, 0.623771261478, 182
cold, 0.76344391015, 0.816722324636, 177
common, 0.359721245741, 0.536205313062, 162
confident, 0.58177154549, 0.646949230482, 106
egotistic, 0.52917766087, 0.631186934179, 71
emotUnstable, 0.621782247898, 0.728450600055, 247
forgettable, 0.516097263039, 0.514380036979, 76
intelligent, 0.561944877253, 0.635484615096, 106
introverted, 0.616765998, 0.681181699439, 76
kind, 0.732261042358, 0.885139998401, 489
responsible, 0.653497723102, 0.760546928908, 222
trustworthy, 0.69086613623, 0.773031164477, 182
unattractive, 0.634130685796, 0.804294187405, 328
unemotional, 0.758353969227, 0.801383788756, 237
unfamiliar, 0.38773055242, 0.565766862622, 187
unfriendly, 0.765452895511, 0.830403836636, 222
unhappy, 0.789847459089, 0.836829994396, 222
weird, 0.48632387182, 0.652524497766, 177
aggressive, 0.672707966658, 0.809498991827, 308
attractive, 0.7034162794, 0.826773789194, 328
caring, 0.741581771985, 0.838328257395, 222
emotStable, 0.583114081905, 0.720382652119, 172
emotional, 0.598446424273, 0.651997369383, 81
familiar, 0.331887823394, 0.581548343248, 197
friendly, 0.787443092031, 0.852271573745, 222
happy, 0.817934105024, 0.872222163325, 227
humble, 0.524076336379, 0.771297292838, 353
interesting, 0.581614345127, 0.631446531802, 76
irresponsible, 0.614441585501, 0.758409179978, 247
mean, 0.684961806965, 0.798313801262, 222
memorable, 0.475710775425, 0.58378781191, 132
normal, 0.532478923043, 0.693039324487, 187
sociable, 0.750739622924, 0.822564068731, 177
typical, 0.401581856405, 0.540277034901, 162
uncertain, 0.583188410347, 0.653256859543, 81
uncommon, 0.33419208308, 0.547081695313, 182
unintelligent, 0.492326137596, 0.652731641374, 162
untrustworthy, 0.639382402306, 0.763955313971, 182
