Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.383736385004, 0.492451995987, 121
boring, 0.530427389819, 0.66327366932, 111
calm, 0.402833728741, 0.552103329078, 111
cold, 0.717313143111, 0.761975483223, 116
common, 0.357247394438, 0.411559680058, 61
confident, 0.504753561345, 0.678051990183, 187
egotistic, 0.555718504262, 0.611692757842, 76
emotUnstable, 0.517632492901, 0.630011914434, 96
forgettable, 0.427559536277, 0.622106502296, 182
intelligent, 0.498511003619, 0.663695514036, 157
introverted, 0.5687407781, 0.756848758439, 273
kind, 0.705628990422, 0.822593263289, 237
responsible, 0.587704972166, 0.768885305461, 237
trustworthy, 0.633147829078, 0.682351306818, 61
unattractive, 0.671780851134, 0.726103315103, 142
unemotional, 0.671304362647, 0.733629405874, 71
unfamiliar, 0.327190535566, 0.453839682804, 41
unfriendly, 0.694351943417, 0.756322463695, 111
unhappy, 0.710112479561, 0.833247906822, 232
weird, 0.493204895839, 0.596346743198, 111
aggressive, 0.645112664945, 0.706612850644, 86
attractive, 0.710237111213, 0.795509870078, 217
caring, 0.709264775853, 0.788401230537, 127
emotStable, 0.569722209189, 0.69998938146, 127
emotional, 0.540155836931, 0.613306938828, 31
familiar, 0.43394822075, 0.449671426533, 51
friendly, 0.734657126374, 0.842254263259, 232
happy, 0.767777065723, 0.8611067983, 227
humble, 0.554727185499, 0.693798346549, 192
interesting, 0.55342132499, 0.664375510913, 137
irresponsible, 0.598601606659, 0.688167196265, 116
mean, 0.659635817424, 0.729944157203, 86
memorable, 0.467712856154, 0.594883053723, 142
normal, 0.513509500033, 0.644680188901, 127
sociable, 0.708138582054, 0.813881340514, 192
typical, 0.369710238079, 0.44652578469, 61
uncertain, 0.507627891405, 0.710878173907, 232
uncommon, 0.323968347371, 0.426711901189, 66
unintelligent, 0.494960886228, 0.614897263515, 116
untrustworthy, 0.590758360273, 0.709584651915, 86
