Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.386742299743, 0.470022578174, 81
boring, 0.543849218738, 0.695791842117, 192
calm, 0.432230418622, 0.436361253851, 26
cold, 0.752536220216, 0.88457605556, 500
common, 0.333537204664, 0.702525968629, 484
confident, 0.595200298653, 0.703294750082, 232
egotistic, 0.610945284413, 0.74141688646, 283
emotUnstable, 0.6100341745, 0.803510845272, 484
forgettable, 0.475616372951, 0.540789303641, 66
intelligent, 0.569970884731, 0.691759588027, 207
introverted, 0.667100985765, 0.701818636727, 132
kind, 0.77360420251, 0.863356296517, 409
responsible, 0.673308510781, 0.768890809197, 247
trustworthy, 0.695525455082, 0.756319594478, 152
unattractive, 0.677026572019, 0.749553680307, 192
unemotional, 0.721859066383, 0.832105735719, 353
unfamiliar, 0.44774348843, 0.541817818201, 162
unfriendly, 0.757105868592, 0.850889029134, 358
unhappy, 0.776749655256, 0.843502713993, 247
weird, 0.521416842932, 0.666094913824, 227
aggressive, 0.692076328041, 0.764727649181, 177
attractive, 0.719830503381, 0.77429432353, 157
caring, 0.764047992406, 0.826856155746, 202
emotStable, 0.663014760045, 0.681302130119, 111
emotional, 0.633871073383, 0.662928077533, 111
familiar, 0.395696733179, 0.503098635227, 91
friendly, 0.803907972292, 0.842474470533, 202
happy, 0.813014343266, 0.86689355143, 202
humble, 0.554820913797, 0.730538607187, 237
interesting, 0.591059881747, 0.683074758397, 192
irresponsible, 0.644705812719, 0.808843381707, 444
mean, 0.728488421632, 0.747353275475, 111
memorable, 0.515565125319, 0.544113523569, 81
normal, 0.615229652581, 0.675923691731, 197
sociable, 0.774840831582, 0.813734748703, 177
typical, 0.401013529189, 0.51575078161, 106
uncertain, 0.574278697174, 0.784466838838, 469
uncommon, 0.367692753651, 0.527259947885, 187
unintelligent, 0.52814758749, 0.565563631248, 36
untrustworthy, 0.698712327628, 0.752223809486, 177
