Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.39080180083, 0.465782571149, 86
boring, 0.566603682095, 0.639465977736, 116
calm, 0.424752284773, 0.495468824018, 86
cold, 0.719204158932, 0.841283382792, 323
common, 0.334667584918, 0.504105743905, 132
confident, 0.505914667455, 0.634950699155, 116
egotistic, 0.548896703292, 0.784033908088, 474
emotUnstable, 0.569655703839, 0.757799341657, 384
forgettable, 0.467540277411, 0.488107236237, 46
intelligent, 0.550227870515, 0.657510047136, 157
introverted, 0.609139520247, 0.771168695012, 368
kind, 0.720374799605, 0.856479663081, 384
responsible, 0.653251875071, 0.779976509047, 328
trustworthy, 0.66112359567, 0.802699551014, 323
unattractive, 0.619782407161, 0.734454417048, 152
unemotional, 0.714440891431, 0.838041307438, 434
unfamiliar, 0.414731809562, 0.430748264538, 56
unfriendly, 0.734079910812, 0.831429691518, 323
unhappy, 0.736450063986, 0.846617853218, 328
weird, 0.539951476245, 0.689412145819, 328
aggressive, 0.671156855028, 0.792108053033, 323
attractive, 0.665300276109, 0.779853509961, 162
caring, 0.723269662356, 0.834838894415, 333
emotStable, 0.600304105687, 0.776095395193, 399
emotional, 0.565532741549, 0.642402692854, 56
familiar, 0.40591824096, 0.479315750343, 61
friendly, 0.753509189546, 0.865183583242, 379
happy, 0.791662698786, 0.870504439522, 313
humble, 0.558893258098, 0.725782491759, 278
interesting, 0.570572876555, 0.591043499589, 46
irresponsible, 0.639742194557, 0.757075035247, 303
mean, 0.66764910706, 0.802131302599, 303
memorable, 0.493541060461, 0.526979117985, 71
normal, 0.517815032769, 0.780405794086, 489
sociable, 0.717948516459, 0.823993527262, 253
typical, 0.378053539392, 0.459222873207, 86
uncertain, 0.59075549317, 0.721858234799, 313
uncommon, 0.278378857405, 0.612256024709, 318
unintelligent, 0.49696199977, 0.621938714921, 157
untrustworthy, 0.656265458863, 0.78042438875, 318
