Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.471995499671, 0.38677440859, 21
boring, 0.601790078802, 0.674120532413, 157
calm, 0.469392775379, 0.487139959344, 46
cold, 0.774889739679, 0.857934155489, 368
common, 0.398428784234, 0.599669829178, 247
confident, 0.608925958162, 0.761169176432, 368
egotistic, 0.622219555731, 0.788512973487, 469
emotUnstable, 0.630788010051, 0.804551619037, 484
forgettable, 0.481338701992, 0.585524972936, 121
intelligent, 0.61592710286, 0.662101952204, 152
introverted, 0.658633670037, 0.715474184787, 157
kind, 0.759775721106, 0.883777749921, 494
responsible, 0.700463539001, 0.761709260724, 192
trustworthy, 0.711212213138, 0.741215641892, 111
unattractive, 0.665866231673, 0.774538649506, 247
unemotional, 0.740932722833, 0.837562640153, 394
unfamiliar, 0.443057135029, 0.588148994543, 227
unfriendly, 0.765260624082, 0.879171422448, 469
unhappy, 0.797627839625, 0.852924686396, 268
weird, 0.562095314912, 0.696914478641, 247
aggressive, 0.698693632899, 0.750304578138, 127
attractive, 0.705898165341, 0.806285061999, 247
caring, 0.77419034161, 0.852976423112, 298
emotStable, 0.665083029802, 0.704481325805, 127
emotional, 0.563844667704, 0.637617503747, 41
familiar, 0.436336947099, 0.416236916005, 16
friendly, 0.807343342774, 0.870442438842, 298
happy, 0.824885025799, 0.898810028077, 368
humble, 0.631394697664, 0.657486587366, 121
interesting, 0.577173635509, 0.63455144437, 71
irresponsible, 0.681099483949, 0.727814530103, 162
mean, 0.71193417828, 0.746325025088, 96
memorable, 0.479144001236, 0.537442270666, 66
normal, 0.618724154002, 0.669313573111, 127
sociable, 0.770660102261, 0.855495801697, 298
typical, 0.410704231199, 0.704917807534, 500
uncertain, 0.621439001976, 0.67320324086, 116
uncommon, 0.390797468085, 0.582818566263, 268
unintelligent, 0.591453823804, 0.648955379848, 152
untrustworthy, 0.707891871106, 0.791530118855, 253
