Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.424246466053, 0.464508348058, 76
boring, 0.551770506175, 0.636292724405, 86
calm, 0.45577481226, 0.574308349425, 132
cold, 0.790167342098, 0.81411428595, 182
common, 0.39704328318, 0.470945205473, 91
confident, 0.58333428475, 0.788756833117, 414
egotistic, 0.573532778868, 0.765777948319, 384
emotUnstable, 0.609053004472, 0.717717357415, 197
forgettable, 0.462451544137, 0.571030920603, 106
intelligent, 0.579633324293, 0.657304437514, 132
introverted, 0.616868866645, 0.701051586123, 121
kind, 0.747864430686, 0.819266220984, 182
responsible, 0.673980192664, 0.740567079153, 147
trustworthy, 0.70769482136, 0.773129117172, 182
unattractive, 0.664676024844, 0.745921055944, 147
unemotional, 0.745267362406, 0.810997434607, 278
unfamiliar, 0.410189524331, 0.506929141269, 116
unfriendly, 0.778014893052, 0.811323787025, 177
unhappy, 0.781456543988, 0.884383836712, 419
weird, 0.520991552414, 0.62110499074, 116
aggressive, 0.715930323805, 0.754117833857, 182
attractive, 0.71818479144, 0.822624357773, 273
caring, 0.790922128551, 0.842659583887, 273
emotStable, 0.671061275593, 0.66657855986, 81
emotional, 0.61937299639, 0.674145370613, 137
familiar, 0.404474343199, 0.519322117606, 106
friendly, 0.807640843599, 0.89200514263, 419
happy, 0.845382987996, 0.908814621425, 424
humble, 0.576777940571, 0.782747483302, 424
interesting, 0.583730719353, 0.733467459042, 303
irresponsible, 0.674962677581, 0.712274166183, 147
mean, 0.727598821783, 0.728620782701, 81
memorable, 0.542739632407, 0.547652063737, 86
normal, 0.583600775522, 0.633003236056, 96
sociable, 0.806201653728, 0.851416920717, 313
typical, 0.455575754589, 0.435093494917, 56
uncertain, 0.617185074802, 0.65521159059, 96
uncommon, 0.329644932186, 0.542625130178, 207
unintelligent, 0.520413289178, 0.65999303974, 157
untrustworthy, 0.691009141982, 0.82032958053, 419
