Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.32463802491, 0.451242026369, 66
boring, 0.568223304175, 0.654452920994, 127
calm, 0.445209245834, 0.600648200609, 217
cold, 0.707446831785, 0.877852155944, 494
common, 0.330829859953, 0.49339543027, 116
confident, 0.560105873339, 0.657753040112, 152
egotistic, 0.56780853789, 0.720937418802, 288
emotUnstable, 0.62729266946, 0.586539187699, 66
forgettable, 0.388757685489, 0.641952598108, 253
intelligent, 0.535564803529, 0.682377650713, 192
introverted, 0.62350231197, 0.779769651852, 379
kind, 0.726076789985, 0.841946050864, 348
responsible, 0.663966719705, 0.687058618365, 116
trustworthy, 0.656713208176, 0.680177752388, 66
unattractive, 0.63193073668, 0.789312857793, 333
unemotional, 0.668826819921, 0.848062514502, 424
unfamiliar, 0.410782200817, 0.463800636255, 66
unfriendly, 0.712069141816, 0.848543108343, 358
unhappy, 0.736988784173, 0.883689552699, 500
weird, 0.550812137528, 0.664480311086, 202
aggressive, 0.632884542354, 0.760434419949, 217
attractive, 0.675868241837, 0.822097757654, 333
caring, 0.720518052574, 0.809569172362, 192
emotStable, 0.601066357366, 0.715171335596, 182
emotional, 0.586944646211, 0.713163797368, 222
familiar, 0.400801681408, 0.490629097613, 71
friendly, 0.733030883926, 0.882086656815, 449
happy, 0.772212091027, 0.905145699448, 500
humble, 0.567767080494, 0.69585596397, 192
interesting, 0.568835246052, 0.626639658715, 86
irresponsible, 0.627988062557, 0.727447425169, 212
mean, 0.675649765176, 0.770980696679, 192
memorable, 0.4438660925, 0.527980718302, 46
normal, 0.524307202257, 0.619762460311, 101
sociable, 0.701921350438, 0.878701141375, 500
typical, 0.380325844783, 0.386477441518, 31
uncertain, 0.594059010967, 0.589492614931, 51
uncommon, 0.328197291334, 0.674365491181, 439
unintelligent, 0.513102044969, 0.652372425745, 182
untrustworthy, 0.665897190868, 0.757622878567, 227
