Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.335415108845, 0.649702519423, 368
boring, 0.520903546597, 0.643177848988, 81
calm, 0.413627110326, 0.565522425772, 116
cold, 0.743574544615, 0.816110395354, 202
common, 0.344778026999, 0.456194251955, 66
confident, 0.552339053547, 0.697163624059, 182
egotistic, 0.586562077072, 0.763725461015, 389
emotUnstable, 0.595258545054, 0.681935389171, 142
forgettable, 0.419920091972, 0.577016008294, 116
intelligent, 0.610952678544, 0.675781855829, 182
introverted, 0.632851595054, 0.690321450498, 111
kind, 0.762125352953, 0.829716991202, 237
responsible, 0.667775454165, 0.759608631596, 192
trustworthy, 0.713226548845, 0.780820474865, 237
unattractive, 0.641352827857, 0.755405619636, 192
unemotional, 0.701999999796, 0.810582729667, 268
unfamiliar, 0.394537940996, 0.479671436, 86
unfriendly, 0.736233733699, 0.846867938739, 313
unhappy, 0.748081378352, 0.849341636991, 263
weird, 0.472123085217, 0.587036355519, 81
aggressive, 0.692402668629, 0.78407250984, 258
attractive, 0.713131239634, 0.763313857272, 116
caring, 0.763586134223, 0.836650392713, 253
emotStable, 0.621975542318, 0.651541979178, 61
emotional, 0.569969890021, 0.658761954999, 101
familiar, 0.422488950558, 0.445988879242, 21
friendly, 0.774756258437, 0.859341492889, 263
happy, 0.792520547914, 0.879233587144, 263
humble, 0.602523069279, 0.634312319983, 81
interesting, 0.566305983627, 0.596599449598, 41
irresponsible, 0.666959145862, 0.75185630906, 242
mean, 0.706899823204, 0.790960693977, 253
memorable, 0.493033095554, 0.577123399623, 116
normal, 0.570093889005, 0.706124050015, 202
sociable, 0.74603534776, 0.832565126486, 237
typical, 0.402792836411, 0.444611707436, 56
uncertain, 0.587481958333, 0.667599003707, 111
uncommon, 0.37609437461, 0.527867523294, 172
unintelligent, 0.589440549987, 0.677577998906, 237
untrustworthy, 0.690281999085, 0.768745848489, 237
