Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.359973512177, 0.476758155077, 81
boring, 0.588014668623, 0.670949967182, 167
calm, 0.382862132628, 0.519836424504, 76
cold, 0.74805596203, 0.811365180689, 222
common, 0.320667339386, 0.51828147573, 152
confident, 0.521882684876, 0.75439022157, 353
egotistic, 0.596895394318, 0.661979598892, 157
emotUnstable, 0.557170469886, 0.667754186025, 152
forgettable, 0.461372253707, 0.49765037886, 46
intelligent, 0.536765106874, 0.685556584884, 202
introverted, 0.639742568892, 0.677809793494, 137
kind, 0.725872121817, 0.876169791732, 484
responsible, 0.6315557236, 0.730050262697, 167
trustworthy, 0.664733768553, 0.771048402465, 222
unattractive, 0.660960121513, 0.759398476105, 242
unemotional, 0.696468589324, 0.72619556628, 86
unfamiliar, 0.333202457516, 0.353425271228, 11
unfriendly, 0.714659967166, 0.879567938445, 484
unhappy, 0.766874999115, 0.820323683693, 222
weird, 0.4874277982, 0.674867809417, 237
aggressive, 0.68042636706, 0.737934865625, 162
attractive, 0.74963165541, 0.782886028132, 187
caring, 0.739698057526, 0.799226645324, 167
emotStable, 0.590289584776, 0.712181924142, 162
emotional, 0.540295350364, 0.590468731904, 26
familiar, 0.435670160639, 0.471671822644, 46
friendly, 0.781242306799, 0.81354727516, 167
happy, 0.808453781525, 0.856983137031, 222
humble, 0.562871445036, 0.684645357325, 167
interesting, 0.565522020746, 0.680689334713, 187
irresponsible, 0.580340134503, 0.755100862251, 242
mean, 0.689609815314, 0.765955772866, 162
memorable, 0.456173548746, 0.519529795292, 46
normal, 0.51600593625, 0.678535623293, 162
sociable, 0.740594774267, 0.822918452874, 217
typical, 0.376790309262, 0.534787563517, 137
uncertain, 0.591056390061, 0.70484155085, 227
uncommon, 0.311723436143, 0.57033332948, 258
unintelligent, 0.525734621318, 0.67245109776, 222
untrustworthy, 0.646327714364, 0.737433446322, 167
