Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.307687132433, 0.568131606239, 187
boring, 0.540525264816, 0.615891059214, 61
calm, 0.523078010684, 0.603619531677, 192
cold, 0.764744945063, 0.871814254064, 419
common, 0.312607356522, 0.451409831889, 56
confident, 0.570922062245, 0.702141743073, 227
egotistic, 0.600831334345, 0.66734761615, 142
emotUnstable, 0.606951482473, 0.696125353466, 192
forgettable, 0.435025850864, 0.521268179206, 61
intelligent, 0.597597569369, 0.685577208572, 192
introverted, 0.617666183029, 0.71241149734, 187
kind, 0.767592345797, 0.867249308689, 409
responsible, 0.682774726038, 0.766454775578, 222
trustworthy, 0.681605000792, 0.77111775651, 192
unattractive, 0.67074379675, 0.753233229056, 242
unemotional, 0.720249779598, 0.720283728564, 56
unfamiliar, 0.380945248501, 0.467088498947, 76
unfriendly, 0.754985041742, 0.804563351025, 187
unhappy, 0.771938753452, 0.881937585069, 419
weird, 0.511144373675, 0.647355045467, 182
aggressive, 0.696576496954, 0.76907181359, 187
attractive, 0.721708375653, 0.782207916357, 172
caring, 0.779005388726, 0.86941803617, 414
emotStable, 0.614617010379, 0.743826076271, 227
emotional, 0.58345180154, 0.612888166865, 41
familiar, 0.459221700853, 0.474435526141, 41
friendly, 0.783793765251, 0.891004477713, 419
happy, 0.803402853248, 0.90998120792, 419
humble, 0.578068654232, 0.664394217052, 116
interesting, 0.609246341867, 0.685055533174, 217
irresponsible, 0.626386507885, 0.757445052524, 217
mean, 0.719894702099, 0.81500273077, 308
memorable, 0.481983926787, 0.553390324895, 86
normal, 0.568682471998, 0.704719811037, 217
sociable, 0.758452278156, 0.873279096191, 414
typical, 0.433107401009, 0.39866517712, 26
uncertain, 0.540948755676, 0.70395185215, 182
uncommon, 0.400694099827, 0.394387735843, 26
unintelligent, 0.578700511598, 0.704762803747, 253
untrustworthy, 0.689224586342, 0.783340171287, 227
