Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.358955069441, 0.466011381, 96
boring, 0.549117798771, 0.702920969002, 242
calm, 0.447345621777, 0.570051840007, 162
cold, 0.732531780457, 0.792485375055, 162
common, 0.316231225143, 0.445522435468, 76
confident, 0.54153354993, 0.683559213384, 187
egotistic, 0.569442231673, 0.654286925103, 142
emotUnstable, 0.599396379739, 0.624133717902, 116
forgettable, 0.44731007165, 0.64458818673, 283
intelligent, 0.588096748163, 0.690879641237, 232
introverted, 0.6475472977, 0.704129852533, 207
kind, 0.742797686909, 0.809080029295, 232
responsible, 0.636561538259, 0.726158163073, 172
trustworthy, 0.691499641852, 0.766449688246, 232
unattractive, 0.649380117631, 0.754884746105, 227
unemotional, 0.680819760316, 0.784679025513, 187
unfamiliar, 0.345007199654, 0.417168111065, 36
unfriendly, 0.741621363846, 0.834591478293, 333
unhappy, 0.750042089628, 0.848705836703, 348
weird, 0.511585171494, 0.62044924247, 162
aggressive, 0.655257146966, 0.685849186105, 56
attractive, 0.707232341699, 0.790953352704, 227
caring, 0.747368098492, 0.810412688049, 247
emotStable, 0.617163620008, 0.714018270893, 207
emotional, 0.63044066672, 0.624751292589, 61
familiar, 0.438316669527, 0.46133477643, 51
friendly, 0.776481530631, 0.822017654838, 207
happy, 0.802477718198, 0.872374201051, 328
humble, 0.554103849933, 0.623030667011, 91
interesting, 0.561077134743, 0.687210802496, 212
irresponsible, 0.617093654918, 0.753684261686, 268
mean, 0.700018966533, 0.702577722025, 66
memorable, 0.482680307127, 0.471278626781, 36
normal, 0.56528624725, 0.668610079948, 217
sociable, 0.746591723968, 0.788873005274, 162
typical, 0.404905983315, 0.46917990615, 106
uncertain, 0.561315703763, 0.716174491242, 293
uncommon, 0.330620292138, 0.416138362767, 76
unintelligent, 0.560616846376, 0.629591772771, 147
untrustworthy, 0.654092769382, 0.689451662047, 91
