Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.337587539977, 0.462309279301, 66
boring, 0.546460560184, 0.658088098109, 106
calm, 0.452190149598, 0.517935283359, 66
cold, 0.743242195497, 0.891760539672, 494
common, 0.340973773779, 0.577456774021, 247
confident, 0.542797434922, 0.60158758891, 66
egotistic, 0.594568745298, 0.800133203298, 494
emotUnstable, 0.591122333258, 0.630776399916, 66
forgettable, 0.406331022569, 0.544572667516, 76
intelligent, 0.62450359044, 0.66650870932, 172
introverted, 0.585036679874, 0.66693578554, 61
kind, 0.743970820512, 0.887778282838, 469
responsible, 0.649791699626, 0.830701997591, 474
trustworthy, 0.70167584923, 0.840702818291, 429
unattractive, 0.640497797049, 0.719355824285, 111
unemotional, 0.708208090452, 0.736350041268, 61
unfamiliar, 0.400291963556, 0.415075084836, 36
unfriendly, 0.75032266209, 0.882750760463, 479
unhappy, 0.760531370515, 0.900117125701, 494
weird, 0.479042445545, 0.781998861795, 479
aggressive, 0.705145345746, 0.836590226336, 434
attractive, 0.695428765295, 0.837336783107, 384
caring, 0.759258691151, 0.878869522956, 424
emotStable, 0.591240872918, 0.813534918177, 444
emotional, 0.59624795691, 0.653171816153, 86
familiar, 0.450709358181, 0.487314580856, 46
friendly, 0.783761815696, 0.897342986113, 444
happy, 0.813052248265, 0.911311343893, 444
humble, 0.59397247131, 0.804198779497, 479
interesting, 0.562926849246, 0.669180681612, 147
irresponsible, 0.655177835758, 0.80938598519, 424
mean, 0.714774702831, 0.82551891806, 343
memorable, 0.421127071823, 0.597408671661, 147
normal, 0.573036415548, 0.668660655086, 152
sociable, 0.74997573708, 0.866794230848, 379
typical, 0.38414953459, 0.457219516659, 51
uncertain, 0.619542048146, 0.62524901312, 56
uncommon, 0.424567805382, 0.395884343793, 36
unintelligent, 0.58903687621, 0.711454405858, 318
untrustworthy, 0.672997407638, 0.828751993713, 424
