Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.381563207611, 0.513824102857, 132
boring, 0.485111556469, 0.627174400418, 61
calm, 0.520957159275, 0.604596653981, 197
cold, 0.746871125033, 0.841679908297, 263
common, 0.420389119878, 0.431405778862, 56
confident, 0.574069047757, 0.680577079881, 177
egotistic, 0.534820139394, 0.745483612289, 268
emotUnstable, 0.577723410241, 0.747560127715, 268
forgettable, 0.448277639594, 0.647706668224, 232
intelligent, 0.577913488499, 0.700490041958, 207
introverted, 0.583600890662, 0.687504970372, 116
kind, 0.751028091977, 0.864296696474, 384
responsible, 0.699538772635, 0.765345328526, 247
trustworthy, 0.69635020465, 0.795612333533, 268
unattractive, 0.645342790791, 0.770172623581, 197
unemotional, 0.713462791598, 0.811249917541, 258
unfamiliar, 0.432334980092, 0.440557696972, 31
unfriendly, 0.725656688745, 0.876506958169, 469
unhappy, 0.760409314292, 0.839371256253, 242
weird, 0.529738534516, 0.612130120213, 121
aggressive, 0.695767335824, 0.811167483795, 328
attractive, 0.693940781668, 0.790389003067, 177
caring, 0.782838616063, 0.851717552126, 318
emotStable, 0.627844087414, 0.794374151668, 439
emotional, 0.613864377176, 0.637704826182, 46
familiar, 0.430331040714, 0.447029974373, 31
friendly, 0.803872800173, 0.8739379679, 328
happy, 0.828414171487, 0.889791269997, 328
humble, 0.609218198239, 0.790354141388, 449
interesting, 0.584612739281, 0.623254241496, 81
irresponsible, 0.661417522935, 0.771049422063, 298
mean, 0.718982201111, 0.841159096956, 444
memorable, 0.50438715802, 0.5912897926, 157
normal, 0.595833010844, 0.677536335466, 167
sociable, 0.756569788265, 0.82831978136, 212
typical, 0.414356278523, 0.551022780727, 162
uncertain, 0.579660689655, 0.76930127303, 439
uncommon, 0.373270692305, 0.645325980169, 389
unintelligent, 0.562696337831, 0.665225136583, 182
untrustworthy, 0.680604973445, 0.817932322479, 414
