Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.345410456806, 0.520051784851, 167
boring, 0.581734266528, 0.712614305795, 253
calm, 0.398004848545, 0.685192490448, 353
cold, 0.747763291421, 0.825816214082, 288
common, 0.435258564131, 0.476519398057, 127
confident, 0.576849218036, 0.714041847709, 293
egotistic, 0.577620538707, 0.69278624576, 217
emotUnstable, 0.582305688644, 0.748543953915, 353
forgettable, 0.469824851832, 0.588640303682, 182
intelligent, 0.598973872963, 0.753044769877, 389
introverted, 0.614120889584, 0.731898617093, 237
kind, 0.745083570233, 0.803846074269, 227
responsible, 0.624787958198, 0.76895008889, 288
trustworthy, 0.678069501047, 0.775460730304, 268
unattractive, 0.688210211052, 0.731216852588, 182
unemotional, 0.684399241456, 0.801382423985, 232
unfamiliar, 0.382680356725, 0.537132393555, 197
unfriendly, 0.73729531628, 0.838462618231, 358
unhappy, 0.755081204712, 0.833008344903, 288
weird, 0.498122968816, 0.720874007004, 358
aggressive, 0.675101842281, 0.774833332275, 288
attractive, 0.737528659067, 0.772695680692, 197
caring, 0.734991268902, 0.818979495029, 247
emotStable, 0.598492544493, 0.706322501429, 167
emotional, 0.565516435898, 0.685423066446, 167
familiar, 0.380503897671, 0.53145966386, 127
friendly, 0.759496804487, 0.821422156074, 172
happy, 0.796522246227, 0.857795898811, 247
humble, 0.612564396261, 0.687371362522, 217
interesting, 0.528815496902, 0.694525195263, 197
irresponsible, 0.659402317341, 0.745033769456, 288
mean, 0.701232476439, 0.799534784813, 298
memorable, 0.454495134113, 0.593610188406, 121
normal, 0.567982125238, 0.733746833018, 353
sociable, 0.744436246119, 0.817255252114, 232
typical, 0.360865026381, 0.491668183396, 132
uncertain, 0.539382876441, 0.656340435264, 147
uncommon, 0.345057284896, 0.487463256995, 167
unintelligent, 0.533190376975, 0.72502276611, 343
untrustworthy, 0.656226258035, 0.731001072739, 167
