Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.422013680429, 0.455156563104, 81
boring, 0.559325124303, 0.68592480842, 182
calm, 0.460818587163, 0.665998072032, 258
cold, 0.779223260011, 0.822033145309, 217
common, 0.386796769104, 0.4120607761, 46
confident, 0.552112336423, 0.56040123051, 26
egotistic, 0.585770414657, 0.748297857749, 323
emotUnstable, 0.617486222537, 0.685164417944, 147
forgettable, 0.397332383318, 0.740200259765, 484
intelligent, 0.619900288953, 0.626518457061, 111
introverted, 0.625992341108, 0.687648040517, 96
kind, 0.770449804039, 0.838981202527, 263
responsible, 0.700748446354, 0.7750640582, 258
trustworthy, 0.723577483328, 0.791741094681, 258
unattractive, 0.626435591324, 0.760103567792, 242
unemotional, 0.712462199195, 0.788810952164, 182
unfamiliar, 0.404681205876, 0.418008818494, 21
unfriendly, 0.740590274204, 0.843276798851, 308
unhappy, 0.778921562301, 0.839502362256, 232
weird, 0.545004925225, 0.611127149866, 127
aggressive, 0.688691069102, 0.807713749253, 308
attractive, 0.690079340378, 0.754551707447, 116
caring, 0.749497064359, 0.82445949359, 177
emotStable, 0.625096453718, 0.733137327442, 167
emotional, 0.616276721754, 0.626509058844, 46
familiar, 0.446376709246, 0.476455504751, 46
friendly, 0.783799676358, 0.871970025825, 303
happy, 0.809635938525, 0.869241613415, 207
humble, 0.559566469851, 0.695318821528, 177
interesting, 0.560475668051, 0.690082079902, 202
irresponsible, 0.64712703512, 0.732042783723, 157
mean, 0.701949086631, 0.821487098014, 303
memorable, 0.470203134896, 0.603397813794, 157
normal, 0.554312815062, 0.693404784625, 167
sociable, 0.735449168983, 0.841161740562, 232
typical, 0.446196428206, 0.440964396215, 41
uncertain, 0.583325642213, 0.676320263519, 111
uncommon, 0.375255418464, 0.404025426296, 31
unintelligent, 0.55553381376, 0.623439570703, 101
untrustworthy, 0.675848125091, 0.70837452667, 66
